date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,2.7,-5.88,-14.49,0.0,90.88,-67.52,70.58,4.43,-0.34,1.3,-10.46,0.38,0.38,0.39,0.41
1951-01-02,5.5,1.44,-2.15,0.59,90.72,-15.72,44.41,4.56,-0.93,1.31,-3.48,0.38,0.38,0.39,0.41
1951-01-03,9.28,6.27,3.28,1.37,90.0,-20.83,43.79,5.41,-0.78,3.77,4.75,0.43,0.42,0.39,0.41
1951-01-04,7.78,1.42,-4.04,7.55,90.08,-43.95,48.38,6.05,2.96,0.06,-0.5,0.42,0.43,0.42,0.41
1951-01-05,4.8,-0.06,-4.59,0.0,90.93,-73.4,78.53,6.63,0.27,1.07,-4.49,0.41,0.42,0.42,0.41
1951-01-06,7.09,1.81,-1.96,0.0,90.59,-63.9,71.03,6.39,0.62,1.26,-1.96,0.42,0.42,0.42,0.41
1951-01-07,2.57,-2.07,-9.98,9.29,89.56,-11.54,15.48,2.49,1.09,-0.51,-3.8,0.42,0.43,0.42,0.41
1951-01-08,-10.12,-11.72,-14.09,0.7,89.78,-60.37,71.54,7.09,3.39,-1.73,-16.63,0.4,0.42,0.43,0.41
1951-01-09,0.92,-7.45,-15.08,0.0,90.62,-80.28,85.78,9.17,0.55,1.04,-16.02,0.39,0.41,0.42,0.41
1951-01-10,5.92,-1.66,-8.04,0.37,90.58,-74.8,79.48,10.03,0.23,1.44,-12.22,0.39,0.4,0.42,0.41
1951-01-11,0.42,-1.76,-4.74,6.53,90.19,-31.3,36.33,2.7,1.82,0.08,-3.35,0.39,0.39,0.42,0.41
1951-01-12,1.16,-4.78,-9.32,0.0,90.83,-72.81,71.89,7.38,0.47,-0.61,-8.9,0.38,0.39,0.42,0.41
1951-01-13,1.89,-5.08,-13.5,0.09,91.04,-43.19,56.89,6.61,-1.2,0.99,-10.75,0.38,0.38,0.42,0.41
1951-01-14,4.91,0.64,-2.84,21.66,89.86,-0.63,15.59,1.99,-1.24,3.22,-0.19,0.41,0.4,0.41,0.41
1951-01-15,6.55,-0.72,-4.5,13.16,88.79,-21.36,50.1,5.59,3.97,0.08,-2.48,0.41,0.43,0.43,0.42
1951-01-16,-4.33,-6.98,-10.61,2.7,90.12,-46.1,57.55,5.12,3.13,-1.47,-9.89,0.4,0.41,0.43,0.42
1951-01-17,7.97,-0.59,-10.45,0.0,90.23,-68.0,86.65,12.89,2.03,1.87,-8.75,0.4,0.4,0.43,0.42
1951-01-18,9.38,5.31,3.01,1.73,90.17,-21.84,52.9,4.79,2.05,1.69,3.59,0.43,0.42,0.43,0.42
1951-01-19,10.51,6.38,3.99,0.18,90.39,-52.01,82.76,6.2,0.99,1.62,4.0,0.43,0.44,0.43,0.42
1951-01-20,13.07,7.31,2.4,0.01,90.24,-79.74,99.93,10.6,1.29,2.61,3.69,0.43,0.43,0.44,0.42
1951-01-21,7.2,-3.09,-6.99,4.38,90.49,-43.69,68.53,12.01,3.3,-1.73,-8.23,0.41,0.42,0.44,0.43
1951-01-22,0.47,-5.26,-10.04,0.0,91.16,-97.43,120.53,15.37,-0.49,0.83,-15.0,0.39,0.4,0.43,0.43
1951-01-23,0.53,-3.24,-7.72,8.04,90.73,-31.95,48.09,7.0,-1.78,2.81,-6.7,0.39,0.39,0.43,0.43
1951-01-24,1.69,-0.66,-4.2,3.27,90.03,-31.92,73.2,6.41,2.17,0.06,-2.92,0.4,0.39,0.42,0.43
1951-01-25,-4.75,-6.78,-10.37,1.39,89.86,-53.57,67.77,6.98,2.34,-1.42,-11.42,0.39,0.39,0.42,0.43
1951-01-26,-6.11,-9.57,-11.44,1.01,90.08,-53.22,67.2,6.39,2.78,-0.99,-14.34,0.38,0.39,0.41,0.43
1951-01-27,2.07,-2.44,-11.57,3.06,90.1,-11.63,23.74,3.42,1.89,1.37,-6.23,0.38,0.38,0.41,0.43
1951-01-28,9.09,5.47,1.53,14.89,90.57,-3.67,42.56,1.8,1.39,2.22,5.09,0.43,0.42,0.41,0.43
1951-01-29,5.8,0.37,-3.38,3.67,90.73,-5.52,14.91,1.32,1.45,-0.72,-0.43,0.42,0.43,0.42,0.43
1951-01-30,-2.18,-4.3,-6.23,3.16,90.97,-11.46,37.04,5.04,-0.04,-0.58,-7.82,0.4,0.42,0.42,0.43
1951-01-31,2.01,-3.65,-6.75,11.27,90.46,1.92,13.88,2.48,-1.83,2.72,-4.82,0.41,0.42,0.42,0.43
1951-02-01,5.48,-0.49,-13.71,25.81,89.51,-11.81,8.55,0.96,1.31,1.64,-1.51,0.43,0.43,0.42,0.43
1951-02-02,-13.9,-17.36,-21.09,0.72,90.77,-72.44,117.56,4.47,2.51,-1.51,-22.36,0.4,0.41,0.43,0.43
1951-02-03,-2.04,-12.84,-22.48,0.0,90.96,-90.3,129.71,11.15,-0.27,0.14,-23.04,0.39,0.4,0.43,0.43
1951-02-04,-0.05,-6.96,-13.01,0.1,90.37,-52.14,78.14,11.66,0.66,1.05,-18.28,0.39,0.39,0.42,0.43
1951-02-05,1.08,-4.57,-8.74,0.15,90.71,-56.29,99.25,7.41,0.88,-0.29,-8.5,0.39,0.39,0.42,0.43
1951-02-06,2.43,-2.51,-9.39,1.48,90.65,-44.97,92.51,11.62,-2.12,3.01,-6.59,0.38,0.38,0.41,0.43
1951-02-07,2.34,-7.55,-19.61,21.19,89.41,-15.25,51.5,3.36,2.89,-0.84,-9.59,0.42,0.4,0.41,0.43
1951-02-08,-12.79,-17.92,-21.74,0.52,90.34,-57.38,109.06,4.21,2.84,-1.34,-22.59,0.4,0.41,0.41,0.43
1951-02-09,-6.19,-12.37,-18.19,0.68,91.02,-33.62,65.48,3.71,-0.56,0.78,-16.18,0.4,0.4,0.4,0.43
1951-02-10,-1.37,-9.18,-16.05,0.05,91.39,-70.74,112.52,5.53,-1.12,1.4,-12.49,0.39,0.4,0.4,0.43
1951-02-11,7.71,-1.1,-9.84,0.01,90.92,-56.5,101.95,11.92,0.83,1.39,-5.92,0.41,0.4,0.39,0.43
1951-02-12,11.31,4.92,0.5,0.44,90.6,-42.05,67.66,4.61,1.71,1.25,2.87,0.42,0.41,0.39,0.43
1951-02-13,12.62,7.27,3.65,0.42,91.0,-22.93,68.09,3.78,2.0,0.85,5.39,0.43,0.42,0.39,0.43
1951-02-14,5.16,2.98,-0.05,0.93,91.51,-6.82,32.24,0.44,0.91,-0.48,2.81,0.42,0.42,0.39,0.43
1951-02-15,6.58,1.67,-0.88,0.12,91.69,-16.95,74.84,6.36,-1.27,1.22,-0.56,0.4,0.41,0.39,0.43
1951-02-16,-0.0,-0.96,-1.69,8.25,91.36,-11.04,41.64,4.93,-2.11,2.54,-2.59,0.41,0.41,0.39,0.43
1951-02-17,6.29,1.4,-1.21,3.14,90.85,-29.36,67.53,5.38,0.33,0.89,-0.65,0.42,0.41,0.39,0.43
1951-02-18,11.97,5.0,-0.7,0.26,90.9,-57.95,150.02,14.62,0.58,0.87,-1.16,0.41,0.41,0.39,0.43
1951-02-19,15.09,7.99,3.01,8.01,90.62,-30.54,89.26,6.78,1.05,1.3,5.95,0.42,0.42,0.39,0.43
1951-02-20,11.77,7.51,5.76,4.0,90.27,-10.15,66.15,3.0,-0.79,1.23,6.69,0.41,0.42,0.39,0.43
1951-02-21,6.92,3.57,-0.28,24.87,89.26,-4.36,34.77,2.53,1.6,-0.94,3.1,0.43,0.43,0.4,0.43
1951-02-22,4.36,-0.02,-2.31,1.42,90.54,-60.0,144.61,12.95,1.65,-3.3,-4.01,0.41,0.42,0.41,0.43
1951-02-23,3.99,-0.78,-3.89,0.0,90.93,-92.85,163.13,12.08,1.01,-2.45,-5.63,0.4,0.41,0.41,0.42
1951-02-24,4.11,-1.04,-4.85,0.0,90.85,-98.42,170.31,16.86,1.25,-2.01,-9.0,0.39,0.4,0.4,0.42
1951-02-25,12.37,3.96,-2.86,0.0,90.6,-74.51,153.41,17.68,0.07,-0.51,-5.87,0.39,0.4,0.4,0.42
1951-02-26,16.31,8.94,2.96,2.86,90.12,-39.98,131.46,12.87,2.04,1.21,3.31,0.4,0.4,0.4,0.42
1951-02-27,9.99,6.32,2.85,0.69,90.16,-81.29,180.8,26.28,3.69,-1.45,-0.64,0.41,0.41,0.4,0.42
1951-02-28,9.92,4.67,-1.82,0.14,90.46,-74.25,123.62,20.92,0.28,-0.14,-4.93,0.39,0.4,0.39,0.42
1951-03-01,13.46,6.2,2.0,10.47,90.4,-54.58,125.16,18.56,0.73,0.69,0.5,0.41,0.41,0.39,0.42
1951-03-02,11.28,5.5,-1.48,0.65,90.75,-65.28,145.87,18.88,-0.61,-0.28,-4.4,0.4,0.41,0.39,0.42
1951-03-03,8.29,6.4,4.9,1.16,90.25,-20.24,91.14,11.03,-1.92,2.74,3.62,0.39,0.4,0.39,0.42
1951-03-04,9.34,6.51,4.7,6.2,90.33,-20.48,59.44,6.72,1.34,0.28,4.1,0.41,0.41,0.39,0.42
1951-03-05,9.66,5.07,0.43,0.66,90.84,-37.65,103.05,8.64,-0.45,0.86,2.47,0.4,0.41,0.39,0.42
1951-03-06,15.56,7.89,2.71,0.01,90.84,-48.47,157.52,16.53,-0.34,2.37,3.56,0.39,0.4,0.39,0.42
1951-03-07,13.66,9.12,5.4,11.42,90.02,-24.49,88.15,3.0,1.33,-0.02,8.5,0.42,0.41,0.39,0.42
1951-03-08,11.11,6.35,1.71,2.78,90.05,-61.42,155.82,17.76,1.35,-1.12,1.49,0.41,0.42,0.39,0.42
1951-03-09,3.11,-0.27,-3.84,0.0,90.87,-100.53,208.28,23.16,2.32,-2.62,-7.97,0.4,0.41,0.39,0.42
1951-03-10,3.75,-1.85,-5.76,0.0,91.24,-98.76,212.02,21.88,0.21,-2.18,-12.98,0.39,0.4,0.39,0.42
1951-03-11,7.08,0.09,-4.1,0.0,90.76,-95.31,208.74,21.16,-0.33,-1.41,-12.78,0.38,0.39,0.39,0.42
1951-03-12,8.4,2.14,-2.16,0.63,90.11,-54.56,159.08,16.32,-1.76,1.82,-5.19,0.37,0.39,0.38,0.42
1951-03-13,2.74,0.39,-2.16,29.67,88.98,-14.76,77.76,8.09,-2.47,1.59,-1.36,0.38,0.38,0.38,0.42
1951-03-14,-1.96,-4.46,-6.69,4.03,88.77,-33.86,96.55,8.07,3.03,-0.28,-7.66,0.38,0.38,0.38,0.42
1951-03-15,-0.44,-2.95,-5.48,8.28,89.07,-12.41,78.89,6.14,3.42,0.25,-4.78,0.37,0.38,0.38,0.42
1951-03-16,-0.44,-2.77,-5.74,2.09,89.58,-31.69,84.73,7.26,2.95,-1.06,-5.36,0.37,0.38,0.37,0.42
1951-03-17,4.6,-1.54,-6.92,4.7,90.18,-54.69,153.63,11.69,0.66,-0.64,-5.5,0.37,0.38,0.37,0.42
1951-03-18,5.49,2.21,0.22,16.08,90.42,2.22,49.52,5.39,-1.34,1.59,0.24,0.43,0.41,0.37,0.42
1951-03-19,1.97,0.74,-3.12,10.82,90.21,-3.13,22.25,2.3,-0.81,1.04,0.01,0.43,0.43,0.38,0.42
1951-03-20,1.38,-3.98,-9.16,0.33,90.33,-83.67,172.94,14.41,2.57,-1.01,-9.29,0.4,0.42,0.4,0.42
1951-03-21,6.14,-2.35,-7.61,3.26,89.97,-45.88,109.86,10.81,1.95,0.72,-7.57,0.4,0.41,0.4,0.42
1951-03-22,1.63,-4.72,-10.57,0.45,90.16,-73.18,171.31,13.76,2.29,-0.86,-10.51,0.4,0.41,0.4,0.42
1951-03-23,12.36,5.62,-1.72,0.01,89.9,-54.28,132.01,15.73,0.76,2.62,-0.28,0.42,0.41,0.4,0.42
1951-03-24,7.67,0.69,-3.79,6.67,89.66,-34.26,94.36,12.49,3.83,-0.57,-3.06,0.41,0.43,0.41,0.42
