date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,2.34,-6.55,-14.52,0.0,91.19,-62.32,59.94,2.3,0.87,1.0,-10.63,0.36,0.37,0.39,0.39
1951-01-02,6.22,0.49,-5.75,1.55,91.03,-20.05,42.13,3.51,0.49,1.39,-4.2,0.37,0.37,0.39,0.39
1951-01-03,9.1,6.21,2.97,1.79,90.22,-21.16,41.13,3.86,0.83,2.97,3.75,0.43,0.41,0.39,0.39
1951-01-04,8.3,1.75,-3.78,2.8,90.25,-35.13,41.49,5.65,3.84,0.68,-0.43,0.42,0.43,0.41,0.39
1951-01-05,4.55,-1.56,-5.41,0.04,91.25,-63.9,67.29,3.91,0.98,0.88,-5.31,0.41,0.42,0.42,0.39
1951-01-06,6.16,0.75,-3.28,0.04,90.86,-43.84,59.74,3.69,1.6,1.03,-2.24,0.41,0.41,0.41,0.39
1951-01-07,0.19,-2.76,-9.79,9.7,89.87,-12.53,11.54,1.55,0.93,-0.6,-3.93,0.41,0.42,0.41,0.4
1951-01-08,-10.52,-11.81,-13.33,0.59,89.99,-62.69,57.4,5.13,3.85,-1.08,-16.99,0.4,0.41,0.41,0.4
1951-01-09,0.91,-8.02,-15.53,0.0,90.88,-77.45,68.51,5.6,1.76,0.97,-14.9,0.39,0.4,0.41,0.4
1951-01-10,4.7,-2.48,-7.81,0.03,90.86,-70.3,58.13,5.29,1.29,1.38,-10.33,0.38,0.39,0.41,0.4
1951-01-11,0.76,-1.32,-4.37,2.35,90.41,-40.22,40.5,2.28,2.82,0.29,-3.35,0.38,0.38,0.41,0.4
1951-01-12,0.31,-4.77,-9.25,0.0,91.13,-73.43,59.92,4.0,2.04,-0.17,-8.5,0.37,0.38,0.41,0.4
1951-01-13,0.45,-4.47,-7.98,0.0,91.44,-53.9,56.97,4.18,-0.73,0.36,-9.41,0.37,0.38,0.41,0.4
1951-01-14,5.67,0.56,-5.93,16.75,90.13,-4.3,15.98,1.95,-0.16,2.81,-1.37,0.4,0.39,0.41,0.4
1951-01-15,6.05,-0.57,-5.64,9.64,88.87,-27.38,42.73,5.43,4.44,0.41,-2.74,0.41,0.43,0.42,0.4
1951-01-16,-4.66,-6.25,-7.92,1.84,90.27,-50.07,47.25,5.4,4.03,-0.97,-9.8,0.4,0.41,0.42,0.4
1951-01-17,7.84,0.81,-8.06,0.0,90.39,-69.05,72.14,11.73,3.2,1.45,-7.72,0.4,0.4,0.42,0.4
1951-01-18,8.38,5.08,3.02,3.06,90.38,-25.03,43.95,4.36,2.81,1.24,3.03,0.42,0.41,0.42,0.41
1951-01-19,10.53,5.75,2.93,0.66,90.65,-54.07,72.41,3.78,2.02,1.4,3.72,0.42,0.43,0.43,0.41
1951-01-20,14.86,7.87,2.89,0.0,90.45,-74.05,103.21,9.25,1.95,2.09,2.69,0.42,0.42,0.43,0.41
1951-01-21,7.99,-2.69,-6.48,3.12,90.66,-47.68,68.85,12.22,4.35,-1.01,-9.46,0.41,0.41,0.43,0.41
1951-01-22,-0.6,-5.4,-9.6,0.0,91.56,-96.66,118.36,11.7,-0.08,0.44,-17.28,0.39,0.4,0.42,0.42
1951-01-23,1.2,-2.55,-6.73,8.4,91.11,-32.34,45.33,5.87,-1.28,2.63,-7.16,0.39,0.39,0.42,0.42
1951-01-24,2.26,-0.41,-3.88,3.29,90.29,-36.33,74.14,6.43,2.72,0.45,-3.07,0.41,0.4,0.42,0.42
1951-01-25,-4.2,-6.15,-9.36,0.59,90.16,-51.94,73.48,8.75,2.72,-1.08,-12.41,0.39,0.39,0.42,0.42
1951-01-26,-7.32,-9.28,-10.95,0.74,90.3,-63.95,73.09,6.38,3.44,-0.63,-14.46,0.38,0.39,0.41,0.42
1951-01-27,2.11,-2.53,-11.01,2.67,90.31,-17.35,35.61,3.92,2.45,1.04,-6.3,0.38,0.38,0.41,0.42
1951-01-28,9.3,4.98,0.44,10.48,90.8,0.21,40.66,1.32,1.51,1.57,4.33,0.42,0.4,0.41,0.42
1951-01-29,5.21,0.38,-2.91,2.69,91.01,-10.0,33.72,3.07,2.35,-0.29,-1.45,0.41,0.42,0.41,0.42
1951-01-30,-2.62,-5.29,-7.1,0.71,91.38,-24.1,66.93,8.22,0.28,-0.66,-12.73,0.4,0.41,0.41,0.42
1951-01-31,3.69,-4.1,-7.56,16.17,90.86,0.91,10.38,3.0,-1.58,2.08,-6.81,0.41,0.41,0.41,0.42
1951-02-01,6.95,1.37,-12.58,17.0,89.72,-8.65,10.53,1.49,2.38,1.83,0.06,0.43,0.43,0.42,0.42
1951-02-02,-12.36,-15.38,-18.23,0.42,91.02,-76.66,118.57,5.31,3.63,-0.75,-22.08,0.4,0.41,0.43,0.42
1951-02-03,-2.55,-10.82,-17.34,0.0,91.36,-102.81,131.14,9.06,-0.11,0.07,-23.73,0.39,0.4,0.42,0.42
1951-02-04,1.36,-5.73,-11.55,0.05,90.7,-65.22,100.39,10.65,1.01,0.51,-19.99,0.39,0.39,0.42,0.42
1951-02-05,1.29,-4.06,-7.32,0.11,91.05,-64.05,103.18,6.12,1.74,-0.02,-8.87,0.38,0.38,0.42,0.42
1951-02-06,4.02,-2.13,-8.36,0.62,91.04,-47.93,96.09,9.24,-1.17,2.57,-7.31,0.38,0.37,0.41,0.42
1951-02-07,2.46,-5.92,-18.52,22.95,89.55,-16.87,37.32,3.94,3.5,0.24,-8.19,0.41,0.4,0.41,0.42
1951-02-08,-14.09,-17.99,-21.23,0.64,90.49,-62.19,93.32,3.37,4.09,-0.65,-22.67,0.4,0.4,0.41,0.42
1951-02-09,-5.99,-13.19,-19.95,0.18,91.41,-50.33,79.15,4.83,0.1,0.6,-18.31,0.4,0.4,0.41,0.42
1951-02-10,-2.47,-10.69,-17.82,0.01,91.8,-68.63,101.09,5.01,-1.22,1.16,-14.94,0.4,0.39,0.4,0.42
1951-02-11,7.13,-1.63,-13.04,0.15,91.16,-48.32,91.53,8.07,1.77,1.27,-5.78,0.41,0.39,0.4,0.42
1951-02-12,10.58,5.82,2.62,0.38,90.83,-32.69,70.22,2.86,2.5,1.09,4.29,0.42,0.41,0.4,0.42
1951-02-13,10.69,6.9,2.25,0.92,91.25,-19.91,51.12,1.67,2.27,0.99,5.65,0.41,0.41,0.4,0.42
1951-02-14,7.51,3.61,-1.5,0.53,91.84,-5.86,34.15,0.93,1.0,-0.46,2.95,0.4,0.41,0.4,0.42
1951-02-15,2.05,-1.7,-2.75,1.01,92.15,-20.68,54.88,4.05,-1.59,0.59,-5.21,0.39,0.4,0.4,0.42
1951-02-16,1.33,-1.37,-3.32,3.81,91.76,-16.75,58.1,3.33,-1.84,1.82,-3.05,0.4,0.4,0.39,0.42
1951-02-17,4.82,1.23,-1.48,6.65,91.18,-17.21,56.53,3.62,0.98,1.22,-0.67,0.42,0.41,0.39,0.42
1951-02-18,11.02,3.5,-2.75,0.0,91.23,-62.6,156.89,9.83,0.62,0.35,-1.86,0.4,0.41,0.39,0.42
1951-02-19,13.78,6.09,0.15,9.2,90.91,-20.91,78.0,3.05,0.82,0.92,4.57,0.41,0.41,0.39,0.42
1951-02-20,11.95,6.65,2.55,0.4,90.65,-13.47,75.9,3.58,-0.25,0.78,5.13,0.4,0.41,0.39,0.42
1951-02-21,6.46,3.5,0.25,16.47,89.54,-3.2,25.04,1.24,0.95,-0.47,3.19,0.42,0.42,0.4,0.42
1951-02-22,4.15,0.51,-1.7,0.78,90.84,-57.35,144.48,10.92,2.74,-2.45,-3.91,0.4,0.41,0.4,0.42
1951-02-23,3.4,-1.05,-3.67,0.0,91.24,-88.98,162.39,10.71,2.28,-1.95,-6.61,0.39,0.4,0.4,0.42
