date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,8.91,1.44,-3.77,0.0,96.81,-73.96,104.18,12.35,-0.16,1.92,-5.67,0.37,0.38,0.39,0.38
1951-01-02,10.04,6.06,1.74,2.38,96.39,-19.39,32.25,8.16,-0.36,2.76,0.69,0.37,0.38,0.39,0.38
1951-01-03,15.67,11.8,8.28,7.68,95.47,-36.09,72.52,19.0,-0.14,4.61,8.21,0.39,0.38,0.39,0.38
1951-01-04,8.25,5.26,1.53,1.53,96.22,-66.45,92.2,11.36,2.24,1.11,0.97,0.39,0.4,0.39,0.38
1951-01-05,11.65,4.75,-0.86,0.0,96.84,-86.73,115.44,11.61,0.04,1.82,-1.87,0.38,0.39,0.39,0.38
1951-01-06,12.55,7.01,3.14,0.0,96.42,-75.12,97.2,11.31,0.26,1.98,2.1,0.37,0.39,0.39,0.38
1951-01-07,5.94,0.56,-4.73,8.64,95.81,-19.45,34.88,8.49,1.59,-1.43,-3.05,0.4,0.39,0.39,0.38
1951-01-08,-2.42,-5.45,-8.25,0.11,96.33,-84.66,115.9,13.3,2.34,-0.48,-13.43,0.39,0.39,0.39,0.38
1951-01-09,5.66,-2.2,-8.26,0.0,96.75,-96.54,117.52,14.21,0.36,2.15,-10.79,0.38,0.39,0.39,0.38
1951-01-10,6.45,1.63,-1.48,1.26,96.44,-65.01,71.53,15.34,0.4,2.88,-6.89,0.38,0.39,0.39,0.38
1951-01-11,3.95,1.81,-2.46,2.52,96.35,-39.58,61.3,6.02,1.53,0.74,-0.58,0.39,0.39,0.39,0.38
1951-01-12,7.23,0.37,-4.03,0.0,96.86,-68.23,86.82,9.31,-0.55,0.7,-4.27,0.38,0.39,0.39,0.38
1951-01-13,5.53,1.7,-2.75,12.15,96.77,-25.27,28.98,1.56,-1.18,1.52,-0.1,0.4,0.4,0.39,0.38
1951-01-14,10.9,7.26,3.49,30.72,95.36,-5.2,34.36,6.0,-0.25,4.16,6.31,0.43,0.43,0.4,0.38
1951-01-15,9.42,1.92,-0.64,7.63,95.13,-29.39,57.27,5.56,3.44,0.5,0.27,0.42,0.42,0.42,0.38
1951-01-16,3.92,-0.22,-2.83,1.03,96.55,-72.9,116.97,14.01,1.84,0.05,-6.71,0.4,0.41,0.42,0.39
1951-01-17,11.83,5.65,-0.26,0.0,96.15,-85.57,115.4,25.39,1.39,3.41,-3.2,0.39,0.4,0.42,0.39
1951-01-18,14.91,10.69,7.86,0.34,96.0,-23.02,63.72,12.67,1.56,3.03,7.56,0.4,0.4,0.41,0.39
1951-01-19,16.74,12.27,9.65,0.17,96.12,-46.2,72.19,13.35,0.77,3.0,9.03,0.39,0.4,0.41,0.39
1951-01-20,17.14,13.84,11.55,2.3,95.98,-45.54,68.56,22.17,2.2,4.19,9.93,0.38,0.39,0.41,0.39
1951-01-21,10.75,0.3,-3.28,3.5,96.92,-81.97,113.75,18.59,1.99,-1.77,-7.35,0.4,0.4,0.41,0.39
1951-01-22,6.57,-0.26,-5.14,0.0,97.13,-99.86,137.33,17.11,-0.84,0.8,-10.46,0.38,0.39,0.41,0.39
1951-01-23,8.44,3.3,-0.8,4.98,96.38,-49.48,67.19,14.15,-0.3,3.15,-2.52,0.38,0.39,0.41,0.39
1951-01-24,5.36,2.46,-0.92,2.06,96.17,-49.12,97.69,12.29,2.22,0.18,-2.14,0.4,0.4,0.4,0.39
1951-01-25,-1.07,-2.89,-4.64,0.38,96.21,-64.92,91.67,11.29,2.09,-1.12,-9.99,0.38,0.39,0.4,0.39
1951-01-26,1.93,-3.05,-6.87,0.01,96.44,-79.91,137.68,15.99,1.47,0.61,-12.15,0.38,0.39,0.4,0.39
1951-01-27,6.07,2.92,-1.44,1.31,96.11,-30.77,23.55,13.04,1.57,3.11,-2.31,0.37,0.38,0.4,0.39
1951-01-28,11.63,9.22,6.43,10.15,96.41,-15.07,41.99,2.78,1.53,2.99,8.7,0.41,0.39,0.4,0.39
1951-01-29,5.77,0.65,-1.45,15.05,96.88,-5.75,12.69,1.95,0.56,-1.5,-0.22,0.42,0.42,0.41,0.39
1951-01-30,-1.65,-3.2,-4.01,2.74,97.07,-7.01,27.31,9.04,-0.95,-1.68,-8.58,0.4,0.41,0.41,0.4
1951-01-31,7.63,2.14,-2.82,15.62,96.09,-1.23,21.13,1.85,-0.46,1.34,1.38,0.42,0.42,0.41,0.4
1951-02-01,4.35,-4.35,-14.46,28.1,95.75,-18.91,27.94,3.3,2.14,-0.49,-6.27,0.42,0.43,0.43,0.4
1951-02-02,-10.63,-15.45,-20.0,0.17,97.48,-87.74,139.64,5.72,1.34,-0.12,-23.08,0.39,0.4,0.43,0.4
1951-02-03,0.71,-9.16,-17.73,0.0,97.2,-90.06,139.08,12.29,-0.18,0.55,-21.86,0.38,0.39,0.42,0.41
1951-02-04,2.87,-2.44,-7.23,0.05,96.47,-59.89,114.29,15.13,0.81,2.05,-14.08,0.38,0.38,0.42,0.41
1951-02-05,6.64,0.02,-4.58,0.0,96.77,-87.99,141.3,10.74,0.29,0.91,-6.56,0.38,0.38,0.42,0.41
1951-02-06,8.29,3.87,-2.38,3.4,96.2,-36.43,70.1,15.74,-1.15,3.45,-2.26,0.38,0.37,0.41,0.41
1951-02-07,5.2,-5.27,-13.57,14.38,96.05,-44.68,110.0,10.22,3.17,-1.31,-10.6,0.41,0.42,0.41,0.41
1951-02-08,-3.84,-9.62,-14.7,0.17,97.0,-73.54,142.02,11.93,1.81,-0.09,-20.42,0.4,0.41,0.42,0.41
1951-02-09,0.34,-3.88,-6.67,1.69,97.14,-32.33,63.82,6.37,-0.59,-0.24,-9.33,0.39,0.4,0.41,0.41
