date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,3.36,-5.86,-16.58,0.0,95.29,-67.74,69.5,4.96,-0.13,1.54,-10.31,0.4,0.41,0.41,0.41
1951-01-02,6.23,3.17,-0.12,0.89,94.98,-23.78,41.06,5.88,-0.35,1.91,-2.73,0.41,0.4,0.41,0.41
1951-01-03,10.65,7.68,4.53,7.58,94.03,-18.08,35.5,6.74,0.53,2.87,4.83,0.43,0.43,0.42,0.41
1951-01-04,9.26,2.45,-2.46,3.35,94.27,-27.93,31.47,8.03,3.54,1.33,0.06,0.43,0.43,0.44,0.42
1951-01-05,5.16,-0.73,-5.09,0.03,95.31,-69.31,73.0,6.05,0.51,1.18,-4.37,0.42,0.42,0.43,0.42
1951-01-06,6.64,3.17,0.03,1.47,94.86,-39.61,50.43,4.77,1.17,1.1,-0.16,0.43,0.43,0.43,0.42
1951-01-07,0.96,-1.95,-8.73,13.07,93.98,-12.07,11.52,1.98,0.69,-1.04,-3.02,0.43,0.43,0.43,0.42
1951-01-08,-9.34,-10.88,-12.91,0.85,94.28,-60.93,57.19,5.79,3.39,-0.29,-15.39,0.42,0.42,0.43,0.43
1951-01-09,0.27,-6.97,-13.32,0.0,95.02,-82.3,77.26,8.47,1.46,1.91,-14.26,0.41,0.42,0.43,0.43
1951-01-10,5.48,-0.49,-4.0,0.01,94.88,-80.87,65.71,10.87,0.81,2.08,-8.28,0.41,0.41,0.43,0.43
1951-01-11,1.68,-0.23,-4.1,3.6,94.5,-31.9,36.83,3.64,2.57,0.7,-2.15,0.41,0.41,0.42,0.43
1951-01-12,0.42,-4.0,-7.33,0.01,95.3,-77.46,71.52,4.6,1.75,-0.03,-7.12,0.41,0.41,0.42,0.43
1951-01-13,0.79,-5.08,-11.68,0.0,95.58,-64.24,63.08,6.85,-1.55,0.5,-9.94,0.4,0.41,0.42,0.43
1951-01-14,7.2,2.01,-4.07,20.81,93.99,-10.63,12.07,3.4,-0.92,2.4,-0.31,0.42,0.42,0.42,0.43
1951-01-15,8.45,0.56,-3.64,10.19,92.87,-24.59,33.33,7.06,4.16,0.94,-1.69,0.42,0.43,0.44,0.43
1951-01-16,-2.24,-3.91,-5.05,2.66,94.43,-47.88,45.24,9.1,3.75,-0.36,-7.83,0.41,0.42,0.43,0.43
1951-01-17,7.74,2.44,-4.52,0.03,94.35,-81.08,84.39,19.51,2.58,2.35,-5.65,0.41,0.41,0.43,0.43
1951-01-18,10.21,6.68,4.29,3.09,94.29,-24.61,35.06,3.97,2.12,2.05,5.18,0.43,0.43,0.43,0.43
1951-01-19,12.79,8.69,6.89,1.55,94.54,-36.13,42.45,4.67,1.56,2.09,6.89,0.43,0.43,0.43,0.43
