date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,5.51,-0.76,-4.1,0.0,93.98,-74.57,96.58,8.32,0.24,1.01,-6.45,0.47,0.48,0.47,0.49
1951-01-02,5.29,1.88,-2.5,0.8,93.77,-17.48,38.49,2.57,0.39,1.7,-0.31,0.47,0.47,0.47,0.49
1951-01-03,12.16,8.46,4.56,0.43,93.15,-18.04,58.04,4.99,0.44,4.01,7.46,0.48,0.48,0.47,0.49
1951-01-04,10.72,6.25,-0.35,4.01,93.1,-65.46,109.77,13.89,2.2,-0.06,2.02,0.49,0.48,0.47,0.49
1951-01-05,9.17,2.49,-2.64,0.0,93.97,-88.42,115.43,10.78,0.38,0.68,-2.41,0.48,0.48,0.47,0.49
1951-01-06,10.97,4.58,-0.44,0.0,93.61,-69.12,93.24,6.48,0.56,1.43,1.39,0.47,0.48,0.47,0.49
1951-01-07,6.11,1.62,-4.61,8.31,92.48,-23.07,23.5,8.37,1.87,-1.05,-1.04,0.48,0.49,0.47,0.49
1951-01-08,-2.33,-5.23,-7.24,0.01,92.84,-101.28,122.08,21.65,2.94,-2.53,-16.24,0.48,0.49,0.47,0.49
1951-01-09,3.3,-3.71,-8.46,0.0,93.76,-97.19,120.15,12.73,0.69,0.56,-13.04,0.48,0.49,0.47,0.49
1951-01-10,7.01,-0.37,-4.98,0.28,93.65,-82.63,108.91,12.16,0.66,1.31,-9.23,0.47,0.48,0.47,0.49
1951-01-11,5.12,1.29,-1.77,0.74,93.22,-64.95,85.36,9.57,1.87,-0.53,-2.42,0.47,0.48,0.47,0.49
1951-01-12,5.78,0.21,-3.87,0.0,93.81,-67.68,68.96,8.0,0.69,-0.38,-4.57,0.47,0.48,0.47,0.49
1951-01-13,4.76,-0.65,-3.33,5.72,94.08,-46.03,75.08,8.49,-0.24,0.49,-5.32,0.47,0.47,0.47,0.49
1951-01-14,5.53,0.59,-1.92,17.67,93.05,1.91,21.69,0.58,-0.03,2.27,0.41,0.49,0.49,0.47,0.49
