date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,9.06,0.83,-4.12,0.0,95.62,-77.82,96.89,11.48,-0.51,1.59,-6.86,0.39,0.4,0.4,0.39
1951-01-02,9.55,4.55,-0.65,2.08,95.28,-21.87,40.48,5.84,-0.84,1.94,-0.55,0.39,0.39,0.4,0.39
1951-01-03,15.81,11.42,7.25,0.89,94.42,-43.46,77.36,18.77,-0.39,4.28,7.25,0.4,0.4,0.4,0.39
1951-01-04,11.44,5.12,-0.01,6.11,94.93,-61.36,79.29,11.66,2.61,0.36,1.11,0.41,0.41,0.4,0.39
1951-01-05,10.95,3.57,-1.37,0.0,95.65,-86.95,115.24,10.82,-0.09,1.55,-2.39,0.39,0.4,0.4,0.39
1951-01-06,12.31,6.12,1.63,0.0,95.25,-76.02,97.24,11.46,0.19,1.65,0.29,0.38,0.4,0.4,0.39
1951-01-07,4.41,0.27,-5.65,6.82,94.43,-18.77,21.14,7.0,1.59,-0.92,-2.79,0.4,0.4,0.4,0.39
1951-01-08,-3.96,-6.36,-8.15,0.19,94.92,-75.57,111.27,15.93,3.03,-1.14,-15.16,0.39,0.4,0.4,0.39
1951-01-09,5.6,-2.83,-9.22,0.0,95.51,-96.59,116.32,14.37,0.42,1.68,-13.29,0.39,0.4,0.4,0.39
1951-01-10,9.72,1.76,-2.08,1.06,95.26,-76.47,91.95,14.21,-0.03,2.15,-9.56,0.38,0.39,0.4,0.39
1951-01-11,4.31,1.6,-2.3,2.6,95.05,-34.34,40.27,5.52,1.95,0.6,-1.0,0.4,0.39,0.4,0.39
1951-01-12,6.05,0.12,-3.18,0.0,95.65,-71.73,85.17,9.79,-0.29,0.03,-5.24,0.39,0.39,0.4,0.39
1951-01-13,7.73,0.52,-3.62,4.52,95.69,-41.55,61.63,6.63,-1.69,1.22,-4.36,0.4,0.39,0.4,0.39
1951-01-14,10.01,6.35,0.79,23.18,94.29,-12.35,48.02,6.14,-0.65,3.79,5.27,0.42,0.42,0.4,0.39
1951-01-15,9.45,2.19,-0.7,9.47,93.74,-27.7,61.58,7.93,3.77,0.41,-0.05,0.42,0.43,0.42,0.39
1951-01-16,1.94,-1.48,-3.56,1.3,95.18,-65.79,98.81,12.7,2.59,-0.51,-7.53,0.4,0.42,0.42,0.39
1951-01-17,11.93,4.86,-1.6,0.01,94.96,-85.7,112.32,21.58,1.34,2.74,-6.02,0.4,0.41,0.42,0.39
1951-01-18,14.37,9.72,6.24,0.46,94.83,-33.01,75.1,11.2,1.59,2.38,6.17,0.41,0.41,0.42,0.39
1951-01-19,16.14,11.09,8.13,0.11,94.99,-60.98,102.67,13.33,0.77,2.22,7.06,0.41,0.41,0.41,0.4
1951-01-20,17.47,12.91,9.68,0.14,94.83,-80.4,113.48,23.35,1.98,3.38,7.58,0.39,0.4,0.41,0.4
1951-01-21,12.18,0.38,-2.95,4.06,95.52,-52.95,77.98,18.65,2.72,-1.6,-6.88,0.41,0.41,0.41,0.4
1951-01-22,5.34,-0.99,-4.87,0.0,95.96,-99.63,136.54,19.33,-0.85,0.64,-11.51,0.39,0.4,0.41,0.4
1951-01-23,7.29,2.02,-2.53,3.39,95.3,-54.02,86.21,14.29,-1.42,2.7,-3.76,0.39,0.4,0.41,0.4
1951-01-24,4.79,2.34,-0.35,1.76,94.87,-35.61,76.91,9.99,2.11,0.06,-1.46,0.41,0.4,0.41,0.4
1951-01-25,-0.89,-2.99,-5.55,0.61,94.84,-64.38,82.68,13.26,2.45,-1.34,-10.42,0.39,0.4,0.41,0.4
1951-01-26,0.36,-4.04,-6.99,0.17,95.11,-70.8,123.21,15.33,2.17,-0.2,-13.01,0.38,0.39,0.41,0.4
1951-01-27,4.78,2.31,-3.01,1.75,94.89,-30.04,26.37,10.56,1.63,2.32,-4.07,0.38,0.39,0.41,0.4
1951-01-28,12.91,9.05,4.6,8.87,95.23,-17.59,65.66,5.78,1.61,2.75,7.78,0.42,0.4,0.41,0.4
1951-01-29,7.69,1.67,-1.5,8.54,95.59,-5.13,11.23,1.94,1.16,-1.1,0.83,0.43,0.42,0.41,0.4
