date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,3.23,-5.29,-14.04,0.0,98.56,-65.86,66.61,3.79,-0.46,1.41,-8.53,0.47,0.48,0.46,0.5
1951-01-02,5.9,3.19,0.07,1.26,98.12,-11.86,32.25,5.12,0.08,1.99,-1.61,0.48,0.48,0.45,0.5
1951-01-03,9.31,7.42,4.58,15.34,97.05,-1.71,15.44,2.15,0.63,2.87,6.13,0.48,0.5,0.48,0.5
1951-01-04,8.56,2.9,-2.86,4.39,97.41,-32.77,30.25,7.7,3.11,1.29,-0.32,0.49,0.49,0.51,0.5
1951-01-05,6.13,0.29,-3.85,0.0,98.55,-60.79,75.44,4.16,0.37,0.84,-3.8,0.49,0.48,0.51,0.5
1951-01-06,7.07,1.86,-2.02,1.1,98.06,-19.63,27.84,2.34,0.93,0.69,-0.64,0.49,0.48,0.5,0.5
1951-01-07,-0.08,-3.46,-7.95,15.6,97.41,-14.74,11.94,2.67,0.45,-2.28,-5.42,0.48,0.48,0.5,0.5
1951-01-08,-7.11,-11.03,-15.65,0.55,97.63,-69.07,54.17,3.14,2.38,0.26,-14.83,0.47,0.48,0.5,0.5
1951-01-09,-0.8,-8.95,-16.41,0.0,98.29,-75.56,71.81,4.58,1.08,2.12,-13.52,0.47,0.47,0.5,0.5
1951-01-10,4.56,-1.76,-7.1,0.16,98.07,-60.29,55.41,4.67,0.75,2.04,-6.0,0.47,0.47,0.5,0.5
1951-01-11,2.43,0.04,-4.81,2.27,97.72,-30.57,37.47,3.53,1.98,0.62,-1.9,0.47,0.47,0.49,0.5
1951-01-12,-0.72,-6.11,-10.94,0.01,98.67,-71.71,64.61,2.52,1.15,-0.29,-8.58,0.47,0.47,0.49,0.5
1951-01-13,0.12,-7.3,-15.47,0.0,98.98,-64.03,59.7,3.09,-1.52,-0.28,-10.09,0.47,0.47,0.49,0.5
1951-01-14,5.89,0.8,-5.81,25.37,97.12,-5.63,7.65,1.45,-1.24,1.67,-1.36,0.47,0.49,0.49,0.5
1951-01-15,8.07,0.67,-1.85,5.33,95.98,-16.29,24.5,5.65,3.54,0.81,-1.85,0.49,0.49,0.51,0.5
1951-01-16,-0.37,-2.36,-4.02,0.84,97.68,-52.33,53.03,8.01,3.07,-0.21,-6.68,0.48,0.48,0.51,0.51
1951-01-17,7.29,1.98,-3.46,0.04,97.44,-72.9,80.52,11.27,1.81,2.41,-4.12,0.48,0.47,0.5,0.51
1951-01-18,9.94,6.68,3.69,2.91,97.36,-18.15,22.59,0.76,1.33,1.93,5.87,0.51,0.49,0.5,0.51
1951-01-19,13.81,9.66,6.82,1.08,97.58,-28.79,42.56,3.23,1.26,2.18,8.22,0.46,0.49,0.51,0.51
1951-01-20,17.13,12.34,7.48,0.25,97.21,-59.04,88.0,17.28,1.86,3.38,6.91,0.47,0.48,0.51,0.51
1951-01-21,12.0,-1.04,-5.24,2.42,98.16,-47.71,61.26,16.62,3.8,-1.05,-9.24,0.48,0.48,0.5,0.51
1951-01-22,-1.28,-4.8,-8.95,0.0,99.17,-94.53,112.33,11.69,-0.6,0.02,-16.03,0.47,0.47,0.5,0.51
1951-01-23,4.68,0.07,-3.66,4.62,98.31,-38.59,53.17,10.11,-1.47,2.44,-7.5,0.47,0.47,0.5,0.51
1951-01-24,3.4,1.37,-1.89,2.21,97.56,-29.93,70.55,7.56,2.48,0.98,-2.14,0.49,0.48,0.49,0.51
1951-01-25,-1.27,-2.75,-4.42,0.36,97.68,-55.12,73.24,10.89,2.46,-0.38,-10.95,0.48,0.48,0.49,0.51
1951-01-26,-3.04,-4.44,-5.93,0.98,97.82,-46.04,53.04,9.56,2.91,0.07,-11.72,0.47,0.48,0.49,0.51
1951-01-27,3.72,-1.41,-6.13,2.43,97.57,-22.68,23.83,3.5,0.71,0.76,-6.1,0.47,0.47,0.48,0.51
1951-01-28,2.04,-1.03,-3.43,15.72,98.01,-7.7,9.17,0.7,0.05,-0.8,-1.79,0.48,0.49,0.48,0.51
