date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,7.7,0.3,-4.05,0.0,99.47,-75.98,91.12,10.98,-0.11,1.75,-6.1,0.39,0.4,0.4,0.4
1951-01-02,9.71,4.36,0.07,2.03,99.01,-21.02,46.52,7.19,-0.14,2.08,-1.07,0.4,0.4,0.4,0.4
1951-01-03,13.06,10.37,7.66,19.95,97.9,-8.8,25.14,2.7,0.47,3.3,9.64,0.43,0.42,0.4,0.4
1951-01-04,9.83,3.09,-1.59,4.84,98.68,-35.71,42.24,7.23,2.44,0.82,0.25,0.42,0.42,0.42,0.4
1951-01-05,8.92,2.58,-2.08,0.0,99.47,-68.93,92.52,6.7,-0.51,1.26,-1.29,0.41,0.41,0.41,0.4
1951-01-06,9.06,4.13,1.57,1.63,99.03,-37.07,46.52,5.34,0.76,0.49,1.36,0.4,0.4,0.41,0.4
1951-01-07,1.04,-2.36,-6.19,12.51,98.5,-16.71,24.99,6.33,1.04,-2.44,-5.06,0.4,0.4,0.41,0.4
1951-01-08,-6.56,-8.85,-12.32,0.1,98.92,-70.48,74.58,6.54,2.38,0.27,-13.78,0.4,0.4,0.41,0.4
1951-01-09,2.68,-5.78,-14.15,0.0,99.34,-78.82,86.76,8.95,0.62,2.3,-11.44,0.39,0.4,0.41,0.4
1951-01-10,6.06,-0.15,-4.34,4.12,99.03,-64.94,70.72,9.86,0.7,2.25,-5.29,0.39,0.4,0.41,0.4
1951-01-11,1.84,0.18,-3.61,4.71,98.87,-37.26,50.51,4.66,1.7,0.19,-1.57,0.42,0.41,0.41,0.4
1951-01-12,3.44,-1.91,-6.64,0.0,99.66,-63.41,66.66,7.93,0.04,-0.26,-5.77,0.41,0.41,0.41,0.4
1951-01-13,3.6,-2.38,-7.96,0.0,99.7,-47.73,47.89,6.3,-1.84,-0.25,-6.63,0.4,0.41,0.41,0.4
1951-01-14,11.5,5.96,-0.02,30.27,97.81,-3.02,20.96,2.33,-0.25,2.86,5.23,0.42,0.42,0.41,0.4
1951-01-15,10.31,1.61,-1.18,4.33,97.38,-21.75,43.48,6.24,3.31,0.07,-0.53,0.42,0.42,0.43,0.41
1951-01-16,2.1,-0.82,-2.64,0.16,99.0,-59.2,86.05,12.16,2.26,0.35,-6.58,0.41,0.41,0.42,0.41
1951-01-17,12.19,5.0,-0.73,0.01,98.48,-75.48,99.87,18.24,1.49,2.62,-2.77,0.4,0.41,0.42,0.41
1951-01-18,14.1,9.81,7.38,5.9,98.35,-22.42,38.83,3.52,1.3,2.21,8.42,0.42,0.41,0.42,0.41
1951-01-19,16.0,11.44,8.72,0.05,98.54,-47.58,51.43,7.55,0.96,2.61,8.98,0.41,0.42,0.42,0.41
1951-01-20,18.42,13.86,10.47,2.71,98.22,-59.73,80.26,24.39,2.17,3.4,8.55,0.4,0.41,0.42,0.41
1951-01-21,7.59,-0.15,-2.16,1.08,99.5,-37.31,65.35,22.91,3.25,-1.38,-8.54,0.41,0.41,0.41,0.41
1951-01-22,2.53,-1.54,-5.16,0.0,99.99,-84.42,113.43,15.42,-0.8,0.37,-11.3,0.4,0.4,0.41,0.41
1951-01-23,7.08,2.33,-1.11,10.16,99.07,-37.9,53.61,12.57,-0.51,2.59,-4.14,0.4,0.4,0.41,0.41
1951-01-24,4.7,1.76,-0.97,1.54,98.7,-25.06,50.97,10.87,2.47,0.54,-2.37,0.42,0.42,0.41,0.41
1951-01-25,-1.28,-3.16,-4.67,0.21,98.87,-61.49,74.9,11.49,2.0,-1.03,-10.61,0.4,0.41,0.41,0.41
1951-01-26,0.55,-3.54,-5.88,0.21,99.02,-60.82,92.39,12.62,1.92,0.22,-11.36,0.4,0.4,0.41,0.41
1951-01-27,6.56,1.9,-3.13,0.33,98.52,-18.72,25.67,8.94,1.24,1.58,-3.54,0.4,0.4,0.41,0.41
1951-01-28,7.73,3.47,0.26,14.91,98.89,2.47,10.33,0.31,0.5,-0.14,3.4,0.42,0.42,0.41,0.41
1951-01-29,0.09,-1.77,-5.07,4.16,99.66,-21.53,50.21,7.64,1.39,-1.31,-5.64,0.42,0.42,0.42,0.41
1951-01-30,-3.4,-6.18,-9.9,0.13,100.14,-44.97,105.57,15.29,-0.55,-1.91,-17.09,0.41,0.41,0.42,0.41
1951-01-31,1.67,-1.72,-4.89,34.44,98.93,0.9,9.98,3.21,-0.63,-0.53,-4.73,0.41,0.41,0.42,0.41
1951-02-01,1.14,-4.98,-12.68,30.79,98.26,-13.81,15.64,3.37,2.16,-0.74,-7.21,0.42,0.43,0.43,0.42
1951-02-02,-13.28,-17.15,-20.89,0.08,100.24,-80.15,102.12,3.42,1.86,0.79,-21.98,0.41,0.41,0.42,0.42
1951-02-03,-5.47,-15.8,-25.37,0.0,100.12,-78.93,105.27,5.18,-0.39,1.06,-21.39,0.4,0.41,0.42,0.42
1951-02-04,0.56,-7.68,-16.67,0.11,99.14,-39.24,72.19,7.41,0.61,1.58,-13.11,0.4,0.4,0.42,0.42
1951-02-05,3.27,-3.85,-10.71,0.0,99.49,-61.46,78.8,6.68,0.3,0.99,-7.09,0.4,0.4,0.42,0.42
1951-02-06,7.95,1.83,-5.93,2.82,98.9,-38.47,61.33,14.44,-1.31,2.62,-3.25,0.41,0.4,0.41,0.42
1951-02-07,5.79,-7.31,-17.22,13.48,98.53,-34.51,73.28,7.06,3.64,-0.69,-10.92,0.42,0.42,0.42,0.42
1951-02-08,-10.46,-15.36,-20.7,0.33,99.76,-58.74,98.96,4.27,1.86,-0.11,-20.35,0.41,0.41,0.42,0.42
1951-02-09,-3.56,-10.74,-18.02,0.1,100.16,-50.22,89.56,5.64,-0.86,-1.15,-15.78,0.4,0.41,0.42,0.42
1951-02-10,3.85,-4.49,-11.54,0.0,100.19,-66.64,106.03,9.56,-0.85,0.78,-8.87,0.4,0.4,0.42,0.42
1951-02-11,9.47,3.65,-1.81,0.11,99.32,-30.68,77.76,11.01,1.0,2.57,-0.26,0.41,0.41,0.41,0.42
1951-02-12,13.58,8.02,5.6,0.34,98.84,-13.38,37.62,4.57,1.42,2.49,6.33,0.43,0.42,0.42,0.42
1951-02-13,14.61,9.73,6.35,2.18,99.25,-9.47,32.0,2.09,1.28,1.52,8.82,0.42,0.42,0.42,0.42
1951-02-14,4.69,0.08,-1.16,1.61,100.37,-10.19,17.62,3.47,-0.33,-2.0,-1.73,0.42,0.42,0.42,0.42
1951-02-15,6.04,1.39,-1.38,0.71,100.39,-27.45,73.44,8.42,-1.46,-0.98,-3.15,0.41,0.41,0.42,0.42
1951-02-16,6.23,3.56,0.69,4.22,99.64,-29.55,46.69,2.95,-1.57,2.24,2.42,0.41,0.41,0.42,0.42
1951-02-17,8.02,4.85,2.21,3.54,99.33,-26.37,44.61,4.51,0.45,0.87,2.88,0.42,0.42,0.42,0.42
1951-02-18,14.69,6.48,-0.8,1.28,99.29,-51.57,115.7,11.03,-0.83,1.16,2.25,0.41,0.41,0.42,0.42
1951-02-19,16.95,11.52,7.38,8.2,98.78,-28.13,74.94,4.54,1.28,1.63,10.51,0.42,0.42,0.42,0.42
1951-02-20,12.85,8.92,4.43,12.34,98.44,-23.89,42.07,1.44,-1.61,-0.14,8.49,0.42,0.42,0.42,0.42
1951-02-21,11.67,7.57,4.23,19.86,97.78,-15.09,47.78,10.9,1.79,-1.48,5.08,0.42,0.42,0.43,0.42
1951-02-22,8.58,4.27,1.09,0.01,99.49,-63.9,140.89,17.25,0.56,-2.1,-1.71,0.41,0.41,0.42,0.42
