date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,3.75,0.77,-2.6,0.14,99.09,-42.17,35.68,0.58,1.07,6.23,-1.86,0.38,0.36,0.37,0.35
1951-01-02,8.95,5.44,2.45,17.76,98.4,1.72,10.31,-0.22,0.4,5.38,4.3,0.43,0.41,0.37,0.35
1951-01-03,12.38,5.41,-1.81,8.86,97.57,-6.02,11.82,0.41,2.47,1.99,4.48,0.42,0.43,0.39,0.35
1951-01-04,3.45,-1.44,-3.92,0.09,99.07,-67.49,86.39,1.78,3.13,0.53,-5.59,0.4,0.41,0.4,0.35
1951-01-05,6.97,0.99,-5.17,0.01,99.46,-50.64,50.62,0.87,-0.03,1.65,-2.17,0.39,0.4,0.4,0.35
1951-01-06,2.48,-1.31,-5.13,0.79,99.67,-24.76,33.74,1.59,0.92,-4.52,-4.52,0.39,0.4,0.4,0.36
1951-01-07,-4.81,-7.66,-10.21,0.13,99.63,-80.2,89.39,2.37,2.79,-2.97,-15.93,0.38,0.39,0.4,0.36
1951-01-08,-4.75,-9.19,-14.53,0.0,99.4,-92.42,94.42,1.92,2.55,-0.09,-17.92,0.38,0.39,0.4,0.36
1951-01-09,6.26,-0.74,-6.25,0.0,98.97,-87.4,93.45,2.77,1.59,4.99,-7.66,0.37,0.38,0.4,0.36
1951-01-10,5.47,2.17,-2.89,3.76,98.79,-33.09,35.86,0.87,1.58,2.22,-0.41,0.39,0.38,0.4,0.36
1951-01-11,3.86,-2.57,-6.83,0.0,99.46,-93.64,98.48,1.4,2.28,0.05,-6.77,0.39,0.39,0.4,0.36
1951-01-12,5.97,-0.39,-4.05,0.0,99.77,-69.41,76.91,1.54,-2.2,1.73,-5.29,0.38,0.38,0.4,0.36
1951-01-13,3.29,1.1,-1.38,0.25,99.53,-12.35,20.24,1.54,-3.2,1.19,-3.69,0.37,0.38,0.39,0.36
1951-01-14,2.65,0.77,-1.12,6.65,98.09,-9.79,24.22,0.69,0.62,-3.14,-0.65,0.4,0.39,0.39,0.36
1951-01-15,1.56,-1.99,-4.34,0.63,98.18,-56.22,47.19,1.25,3.27,-1.75,-5.18,0.39,0.39,0.39,0.36
1951-01-16,5.19,0.05,-4.57,0.01,99.06,-62.11,85.67,3.08,2.49,4.07,-5.29,0.38,0.39,0.39,0.36
1951-01-17,11.99,6.69,3.52,0.0,98.1,-77.18,85.07,3.14,2.78,4.93,1.36,0.38,0.39,0.39,0.36
1951-01-18,15.26,7.76,1.31,0.0,98.18,-79.43,98.39,1.73,2.26,3.64,5.02,0.38,0.38,0.39,0.36
1951-01-19,14.54,9.9,4.71,0.08,98.15,-51.11,45.92,0.9,0.57,4.77,8.13,0.37,0.38,0.39,0.36
1951-01-20,14.69,7.45,-3.51,2.11,98.16,-44.35,46.32,2.83,5.03,2.5,3.69,0.37,0.38,0.39,0.36
1951-01-21,-4.06,-6.91,-9.35,0.04,100.44,-89.57,100.81,2.19,2.09,-2.85,-13.59,0.37,0.37,0.39,0.36
1951-01-22,0.83,-3.7,-9.01,0.0,99.74,-57.49,54.21,3.17,-1.24,4.59,-12.2,0.36,0.37,0.39,0.37
1951-01-23,3.7,0.74,-4.8,5.37,98.73,-29.65,28.4,1.74,2.8,2.66,-3.64,0.37,0.37,0.39,0.37
1951-01-24,-4.54,-7.21,-9.03,0.1,99.24,-66.43,75.9,1.86,4.43,-0.94,-13.1,0.37,0.37,0.39,0.37
1951-01-25,-4.78,-7.83,-9.36,0.13,99.59,-47.69,74.58,1.78,3.6,-1.97,-13.29,0.36,0.37,0.39,0.37
1951-01-26,-0.98,-6.27,-12.07,0.59,99.14,-51.35,57.96,1.41,-0.24,1.71,-11.74,0.36,0.37,0.39,0.37
1951-01-27,2.06,-1.5,-4.91,0.02,98.76,-39.7,62.11,1.57,1.17,-2.05,-5.44,0.36,0.37,0.38,0.37
1951-01-28,-4.04,-5.9,-10.14,3.59,99.67,-12.32,20.86,0.97,1.29,-3.74,-8.46,0.36,0.36,0.38,0.37
1951-01-29,-10.66,-16.78,-21.39,0.58,100.73,-53.17,69.43,1.13,2.58,-3.88,-21.86,0.36,0.36,0.38,0.37
1951-01-30,-12.9,-16.92,-21.66,0.55,100.86,-33.14,63.03,1.06,-0.99,-2.5,-22.45,0.35,0.36,0.38,0.37
1951-01-31,-11.38,-12.71,-14.27,9.76,99.68,-13.86,17.68,0.54,-0.42,-3.6,-15.92,0.35,0.36,0.38,0.37
1951-02-01,-13.04,-16.88,-24.34,2.57,99.47,-31.15,17.97,0.21,4.36,-3.15,-19.84,0.35,0.36,0.38,0.37
1951-02-02,-14.68,-20.75,-27.46,0.0,100.35,-73.42,27.12,0.03,2.13,3.46,-24.55,0.35,0.36,0.38,0.37
1951-02-03,-5.19,-10.61,-15.67,0.33,99.72,-35.06,22.34,0.57,0.12,5.55,-14.12,0.35,0.36,0.38,0.37
1951-02-04,-2.72,-6.09,-8.66,0.12,99.08,-59.66,27.85,0.03,1.57,2.36,-8.28,0.35,0.35,0.38,0.37
1951-02-05,-1.58,-6.94,-12.77,0.0,99.61,-48.38,27.31,-0.06,-0.86,0.47,-8.38,0.35,0.35,0.38,0.37
1951-02-06,1.65,-1.05,-13.01,20.12,98.45,-13.19,7.64,0.3,1.52,3.76,-2.4,0.39,0.37,0.38,0.37
1951-02-07,-13.99,-18.15,-21.98,0.02,99.74,-79.7,32.56,0.19,6.34,-2.67,-21.83,0.4,0.39,0.38,0.37
