date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,-0.0,-5.76,-9.93,0.01,94.99,-55.37,63.7,4.28,0.39,1.92,-8.81,0.36,0.36,0.38,0.4
1951-01-02,4.74,1.97,-2.79,0.03,94.65,-13.54,27.11,11.1,0.35,2.54,-3.83,0.35,0.36,0.38,0.4
1951-01-03,6.5,5.35,2.8,19.59,93.67,1.72,7.08,5.12,0.67,3.31,3.61,0.42,0.41,0.38,0.4
1951-01-04,5.3,0.53,-4.79,5.1,93.69,-24.13,24.38,7.14,3.1,1.36,-1.69,0.42,0.43,0.41,0.4
1951-01-05,0.77,-3.1,-6.04,0.07,95.0,-52.58,46.02,4.17,1.34,1.08,-6.16,0.4,0.41,0.41,0.4
1951-01-06,3.0,-0.24,-3.53,0.67,94.54,-19.9,18.01,3.03,0.63,0.81,-1.99,0.4,0.41,0.41,0.4
1951-01-07,-3.82,-7.0,-11.58,11.5,93.94,-13.66,15.19,2.17,-0.5,-1.97,-9.11,0.4,0.4,0.41,0.4
1951-01-08,-8.39,-11.91,-13.79,1.15,93.76,-48.98,47.48,2.7,2.52,-0.37,-14.77,0.39,0.4,0.41,0.4
1951-01-09,-4.02,-9.77,-15.46,0.02,94.53,-73.42,68.95,6.41,1.88,2.17,-14.57,0.38,0.39,0.41,0.4
1951-01-10,0.89,-3.18,-7.12,0.5,94.5,-56.26,45.95,5.51,1.22,2.27,-6.64,0.38,0.39,0.41,0.4
1951-01-11,0.73,-1.31,-4.87,4.14,94.06,-20.32,28.13,3.37,1.98,0.63,-3.02,0.38,0.38,0.41,0.4
1951-01-12,-4.21,-5.48,-7.76,0.45,94.95,-20.93,37.28,3.12,2.02,-0.5,-7.64,0.37,0.38,0.4,0.4
1951-01-13,-1.49,-6.33,-9.76,0.06,95.44,-58.87,66.11,2.98,-0.48,0.16,-8.9,0.37,0.38,0.4,0.4
1951-01-14,1.32,-2.97,-7.37,10.48,93.82,-19.0,15.17,3.39,-1.31,2.88,-5.18,0.39,0.38,0.4,0.4
1951-01-15,3.76,-1.23,-4.62,7.31,92.17,-17.56,37.43,6.34,3.49,0.45,-3.14,0.42,0.41,0.4,0.4
