date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,0.02,-5.76,-9.91,0.01,95.51,-54.93,63.77,3.99,0.26,1.78,-8.74,0.35,0.36,0.38,0.4
1951-01-02,4.63,1.94,-2.78,0.03,95.16,-12.48,26.68,9.86,0.22,2.38,-3.67,0.35,0.35,0.37,0.4
1951-01-03,6.57,5.36,2.82,20.66,94.17,1.95,7.33,4.62,0.55,3.14,3.64,0.42,0.41,0.38,0.4
1951-01-04,5.55,0.71,-4.75,4.83,94.21,-25.06,24.91,7.16,3.13,1.31,-1.49,0.42,0.43,0.41,0.4
1951-01-05,1.19,-3.09,-6.61,0.06,95.51,-53.82,48.54,4.06,1.2,1.09,-5.9,0.4,0.41,0.41,0.4
1951-01-06,3.36,0.06,-2.94,0.52,95.04,-20.88,19.0,2.96,0.67,0.83,-1.65,0.4,0.41,0.41,0.4
1951-01-07,-3.24,-6.65,-11.12,11.94,94.43,-13.58,14.85,2.13,-0.47,-1.96,-8.64,0.39,0.4,0.41,0.4
1951-01-08,-8.31,-11.72,-14.22,1.1,94.29,-51.28,48.78,2.86,2.57,-0.36,-14.61,0.39,0.4,0.41,0.4
1951-01-09,-4.1,-10.0,-15.77,0.01,95.07,-73.86,69.42,5.85,1.79,2.06,-14.68,0.38,0.39,0.41,0.4
1951-01-10,0.98,-3.24,-7.28,0.45,95.02,-56.57,46.23,5.05,1.14,2.16,-6.69,0.38,0.38,0.41,0.4
1951-01-11,0.98,-1.11,-4.65,4.1,94.57,-20.91,28.37,3.29,1.98,0.6,-2.79,0.37,0.38,0.41,0.4
1951-01-12,-4.07,-5.45,-7.86,0.34,95.47,-20.33,37.11,3.1,2.0,-0.5,-7.6,0.37,0.38,0.4,0.4
1951-01-13,-1.4,-6.22,-9.37,0.05,95.95,-59.19,66.41,3.05,-0.56,0.11,-8.85,0.37,0.37,0.4,0.4
1951-01-14,1.53,-2.84,-7.33,12.22,94.32,-18.42,14.4,3.21,-1.46,2.71,-5.03,0.39,0.37,0.4,0.4
1951-01-15,4.21,-1.03,-4.23,7.84,92.69,-17.49,36.56,6.41,3.52,0.46,-2.96,0.41,0.42,0.4,0.4
1951-01-16,-3.23,-5.5,-8.81,1.37,94.37,-46.15,51.85,6.44,3.38,-0.8,-8.4,0.4,0.41,0.4,0.4
1951-01-17,4.13,-1.1,-8.31,0.0,94.35,-70.22,73.11,9.71,2.22,2.24,-5.29,0.39,0.4,0.4,0.4
1951-01-18,4.46,3.03,1.19,0.53,94.38,-3.86,13.24,0.76,1.24,1.55,2.34,0.41,0.41,0.4,0.4
1951-01-19,7.4,5.52,3.54,3.49,94.63,-8.76,21.09,-0.19,1.18,1.7,5.42,0.43,0.43,0.42,0.4
1951-01-20,13.62,8.45,4.11,0.46,94.29,-43.68,59.13,9.94,1.32,3.22,5.86,0.43,0.43,0.43,0.41
1951-01-21,10.28,-3.34,-8.9,4.46,94.81,-32.65,51.1,15.58,4.2,-0.97,-9.79,0.4,0.41,0.43,0.41
1951-01-22,-3.67,-7.66,-11.51,0.02,96.08,-87.0,105.66,13.05,0.4,0.51,-19.32,0.39,0.39,0.43,0.42
