date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,6.97,1.86,-0.8,0.47,96.53,-33.78,30.98,1.97,-0.2,-0.55,-3.57,0.19,0.19,0.21,0.25
1951-01-02,0.67,-2.26,-5.27,9.03,96.36,-36.43,54.83,1.71,0.19,-3.43,-5.79,0.26,0.19,0.21,0.25
1951-01-03,3.62,-2.64,-7.77,0.0,96.03,-76.12,86.44,1.78,0.62,0.81,-8.66,0.27,0.2,0.21,0.25
1951-01-04,4.84,-0.15,-3.43,0.0,97.26,-86.31,95.04,1.81,0.18,-0.13,-7.22,0.26,0.2,0.21,0.25
1951-01-05,4.13,-1.66,-6.69,0.0,97.37,-71.12,85.92,1.88,-0.73,-2.06,-6.25,0.26,0.2,0.21,0.25
1951-01-06,-5.88,-8.08,-10.02,0.45,98.56,-49.35,57.69,2.11,0.29,-3.47,-14.86,0.25,0.2,0.21,0.25
1951-01-07,2.35,-4.9,-10.23,0.0,98.23,-91.4,96.84,2.43,2.45,-1.09,-12.54,0.25,0.2,0.21,0.25
1951-01-08,8.29,-1.25,-8.02,0.0,97.44,-98.7,102.17,3.23,1.98,2.37,-11.6,0.25,0.2,0.21,0.25
1951-01-09,7.95,1.33,-2.39,0.0,96.47,-78.78,78.02,2.99,1.04,1.91,-11.95,0.24,0.2,0.21,0.25
1951-01-10,4.14,-0.85,-4.99,0.0,97.39,-84.39,95.46,2.78,1.92,-2.73,-8.02,0.24,0.21,0.21,0.25
1951-01-11,6.5,-0.09,-6.12,0.22,97.22,-70.78,84.01,3.82,-1.58,3.46,-10.48,0.24,0.21,0.21,0.25
1951-01-12,7.76,1.79,-2.59,0.0,96.87,-79.63,95.82,1.89,0.03,1.53,-3.54,0.24,0.21,0.21,0.25
1951-01-13,4.57,-0.49,-4.62,2.76,97.3,-42.64,43.46,1.0,0.03,-2.11,-4.51,0.24,0.21,0.21,0.25
1951-01-14,6.44,1.01,-3.33,0.59,96.85,-73.69,99.15,2.18,2.44,-0.92,-4.82,0.24,0.21,0.21,0.25
1951-01-15,7.29,2.98,-0.89,0.0,97.34,-94.56,102.71,3.7,3.43,-1.62,-5.3,0.24,0.21,0.21,0.25
1951-01-16,14.16,7.05,-0.87,0.0,96.5,-88.29,102.3,6.26,2.7,5.53,-2.42,0.25,0.21,0.21,0.25
1951-01-17,11.28,5.17,-1.19,0.0,96.07,-89.9,106.98,2.56,1.84,0.4,-0.85,0.25,0.21,0.21,0.25
1951-01-18,16.61,7.22,0.79,0.0,96.19,-91.71,109.05,3.03,2.04,2.21,0.39,0.24,0.21,0.21,0.25
1951-01-19,11.05,5.57,-1.82,0.0,95.95,-89.62,109.15,2.82,0.73,-1.06,0.28,0.23,0.21,0.21,0.25
1951-01-20,-1.33,-4.36,-7.53,0.05,97.8,-75.12,102.58,3.73,2.97,-4.92,-11.48,0.23,0.21,0.21,0.25
1951-01-21,1.28,-4.99,-10.05,0.0,98.63,-101.36,116.52,2.96,-0.27,1.68,-15.42,0.22,0.21,0.21,0.25
1951-01-22,8.64,1.94,-2.93,0.09,96.79,-75.35,106.68,5.13,1.53,4.43,-9.05,0.22,0.21,0.21,0.25
1951-01-23,6.58,1.17,-2.77,0.08,97.3,-90.42,117.44,3.48,3.09,-1.74,-6.87,0.22,0.21,0.21,0.25
1951-01-24,3.01,-1.99,-5.4,0.0,97.98,-89.28,110.18,2.8,1.06,-2.16,-11.82,0.22,0.21,0.21,0.25
1951-01-25,4.77,-1.65,-6.57,0.0,97.83,-71.58,85.85,2.78,-0.92,2.12,-11.05,0.22,0.21,0.21,0.25
1951-01-26,13.61,3.6,-2.45,0.0,96.43,-78.15,117.63,3.73,0.21,1.3,-4.56,0.21,0.21,0.21,0.25
1951-01-27,-1.15,-8.8,-13.15,0.0,97.57,-77.76,118.88,3.72,-0.45,-5.66,-18.98,0.21,0.21,0.21,0.25
1951-01-28,-11.37,-14.21,-16.39,0.01,98.61,-66.29,105.43,2.93,-0.28,-4.94,-26.55,0.21,0.21,0.21,0.25
1951-01-29,-11.34,-14.83,-18.05,0.08,99.2,-66.44,114.09,2.61,-0.33,-3.72,-29.11,0.21,0.21,0.21,0.25
1951-01-30,-11.04,-12.81,-14.44,1.66,98.73,-45.11,54.93,1.45,-1.1,-0.84,-23.69,0.21,0.21,0.21,0.25
1951-01-31,-9.18,-11.58,-13.96,2.08,98.2,-45.28,63.83,1.77,0.36,-3.84,-19.49,0.21,0.21,0.21,0.25
1951-02-01,-9.7,-14.4,-18.8,0.01,98.46,-101.66,117.1,1.97,2.86,-1.54,-25.94,0.21,0.21,0.21,0.25
1951-02-02,1.66,-7.47,-15.36,0.0,98.04,-95.13,121.04,3.37,2.54,3.01,-21.47,0.21,0.21,0.21,0.25
1951-02-03,8.99,0.65,-4.47,0.01,97.01,-79.9,112.82,4.64,3.16,3.14,-11.17,0.21,0.21,0.21,0.25
1951-02-04,7.52,2.03,-2.25,0.0,97.42,-83.76,126.29,2.3,0.81,-0.9,-5.31,0.22,0.21,0.21,0.25
1951-02-05,8.97,3.93,-0.62,1.16,96.65,-35.65,80.89,2.44,-2.09,3.63,-0.49,0.23,0.21,0.21,0.25
1951-02-06,5.45,0.51,-6.64,0.04,97.09,-57.55,114.32,3.59,1.58,-4.43,-6.22,0.25,0.21,0.21,0.25
1951-02-07,-4.1,-7.17,-10.44,0.12,98.62,-63.0,126.18,3.61,0.09,-1.65,-22.12,0.24,0.21,0.21,0.25
1951-02-08,6.56,-1.28,-6.89,0.02,97.58,-65.09,125.31,4.45,-1.03,0.27,-14.94,0.24,0.21,0.21,0.25
1951-02-09,2.96,-4.56,-11.06,0.0,98.17,-80.29,124.7,3.38,-1.08,1.23,-14.22,0.24,0.21,0.21,0.25
1951-02-10,16.05,6.13,-1.16,0.0,97.28,-77.17,136.96,4.17,1.66,3.6,-2.49,0.24,0.21,0.21,0.25
1951-02-11,20.22,11.03,5.19,0.0,96.4,-82.66,138.6,5.15,1.62,3.77,3.54,0.23,0.21,0.21,0.25
1951-02-12,3.66,-1.87,-8.06,2.44,96.75,-13.54,22.25,2.21,-1.32,-5.44,-6.16,0.23,0.21,0.21,0.25
1951-02-13,-6.78,-8.9,-11.03,2.09,98.81,-25.28,53.12,2.94,-0.77,-5.71,-16.9,0.23,0.21,0.21,0.25
1951-02-14,-3.92,-7.89,-11.96,2.02,99.18,-29.93,63.12,2.68,-1.64,-2.8,-19.05,0.23,0.21,0.21,0.25
1951-02-15,-3.46,-5.07,-6.57,10.23,98.1,-6.97,19.5,0.67,-0.81,-2.13,-7.37,0.23,0.21,0.21,0.25
1951-02-16,0.49,-3.41,-6.31,0.6,97.19,-41.07,44.65,0.61,1.55,1.83,-5.55,0.23,0.21,0.21,0.25
1951-02-17,2.55,-2.79,-8.87,0.0,96.85,-68.13,67.27,0.48,-0.22,2.97,-5.1,0.24,0.21,0.21,0.25
1951-02-18,3.8,1.21,-2.54,0.17,96.53,-9.23,32.84,0.06,-0.89,0.92,0.47,0.29,0.22,0.21,0.25
1951-02-19,9.56,4.58,2.02,0.75,96.7,-15.77,63.19,0.47,-2.02,-0.69,3.69,0.34,0.23,0.21,0.25
1951-02-20,3.28,1.61,-1.35,4.13,97.09,-17.41,23.47,0.46,0.99,-4.15,0.62,0.36,0.25,0.21,0.25
1951-02-21,12.46,3.18,-3.63,0.0,97.59,-91.63,157.53,2.66,-0.89,1.23,-1.94,0.34,0.26,0.21,0.25
1951-02-22,15.75,6.69,-0.25,0.0,97.54,-78.05,151.94,2.81,-2.12,2.63,2.86,0.32,0.27,0.21,0.25
1951-02-23,15.02,8.19,3.52,0.16,97.71,-60.79,126.63,3.31,-2.33,2.87,3.69,0.3,0.27,0.21,0.25
1951-02-24,13.11,9.67,6.94,3.26,97.17,-18.57,82.75,3.57,-0.88,5.02,5.59,0.32,0.27,0.21,0.25
1951-02-25,12.11,11.16,8.61,21.99,96.22,-21.54,23.24,1.15,1.01,3.69,9.36,0.37,0.3,0.21,0.25
1951-02-26,14.63,7.08,0.92,0.0,96.75,-93.94,170.38,4.19,2.55,0.33,0.71,0.37,0.34,0.21,0.25
1951-02-27,15.75,7.95,-0.7,2.28,96.84,-73.54,160.12,5.45,-2.45,2.53,0.99,0.35,0.34,0.21,0.25
