date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,-0.63,-5.5,-8.48,0.07,89.14,-85.03,75.76,1.95,1.11,0.55,-14.5,0.22,0.22,0.2,0.22
1951-01-02,0.41,-4.08,-6.96,0.03,88.92,-88.08,71.14,2.16,2.48,0.31,-12.86,0.22,0.22,0.2,0.22
1951-01-03,5.63,-0.42,-4.32,0.38,88.18,-71.74,60.72,2.95,3.04,-0.15,-8.78,0.22,0.22,0.2,0.22
1951-01-04,-0.3,-4.87,-8.85,0.19,89.45,-66.04,54.46,1.41,-1.85,-0.13,-10.51,0.23,0.22,0.2,0.22
1951-01-05,-4.22,-8.97,-12.76,0.15,90.21,-79.83,77.03,1.33,-0.23,-1.24,-14.92,0.23,0.22,0.2,0.22
1951-01-06,-2.06,-6.85,-11.41,0.01,90.84,-96.09,81.6,2.12,3.22,-1.19,-16.34,0.22,0.22,0.2,0.22
1951-01-07,1.19,-3.49,-6.54,0.0,90.65,-91.69,80.53,2.91,3.87,-1.0,-14.26,0.22,0.22,0.2,0.22
1951-01-08,7.64,0.7,-3.78,0.0,89.48,-88.22,80.11,4.33,4.56,1.13,-16.53,0.22,0.22,0.2,0.22
1951-01-09,3.02,-1.3,-5.08,0.12,89.49,-66.43,58.36,2.24,2.16,-2.94,-12.0,0.23,0.22,0.2,0.22
1951-01-10,3.18,-3.03,-6.59,0.0,89.86,-98.09,82.47,2.15,3.32,1.31,-11.95,0.23,0.22,0.2,0.22
1951-01-11,2.32,-3.06,-7.83,0.0,89.03,-64.75,56.25,1.55,-1.02,2.29,-10.66,0.23,0.22,0.2,0.22
1951-01-12,1.78,-3.36,-6.98,0.0,89.3,-80.61,81.9,1.76,2.58,-0.25,-9.73,0.23,0.22,0.2,0.22
1951-01-13,3.58,-2.42,-6.1,0.0,89.88,-92.38,84.63,2.35,4.2,0.32,-10.85,0.23,0.22,0.2,0.22
1951-01-14,7.08,0.26,-5.21,0.14,89.45,-81.17,65.38,4.24,6.05,-1.21,-9.84,0.23,0.22,0.2,0.22
1951-01-15,6.58,1.34,-3.91,0.0,89.64,-86.89,85.44,3.18,2.98,1.95,-8.78,0.23,0.22,0.2,0.22
1951-01-16,10.29,3.58,-3.53,0.0,88.6,-91.63,84.82,5.63,2.74,0.94,-9.73,0.22,0.22,0.2,0.22
1951-01-17,8.9,3.03,-3.23,0.0,88.31,-91.8,78.62,5.23,5.66,2.7,-8.93,0.22,0.22,0.2,0.22
1951-01-18,9.97,4.64,1.15,0.01,88.47,-87.33,87.59,3.89,3.62,0.17,-5.51,0.22,0.22,0.2,0.22
1951-01-19,0.72,-6.36,-11.55,1.9,89.13,-36.98,34.24,1.33,-0.08,-3.34,-10.31,0.22,0.22,0.2,0.22
1951-01-20,-2.62,-9.0,-13.48,1.38,90.59,-65.21,69.69,1.3,1.41,-0.82,-14.97,0.22,0.22,0.2,0.22
1951-01-21,4.61,-2.34,-10.24,0.1,89.86,-77.25,75.83,3.5,3.86,3.95,-12.95,0.22,0.22,0.2,0.22
1951-01-22,4.87,1.99,-2.45,0.57,89.04,-61.54,52.22,3.95,5.85,-0.73,-7.04,0.22,0.22,0.2,0.22
1951-01-23,1.51,-2.79,-6.2,0.0,89.88,-99.36,91.16,3.27,4.21,-1.91,-12.78,0.22,0.22,0.2,0.22
1951-01-24,0.53,-4.16,-8.45,0.01,90.43,-73.78,80.92,1.8,1.46,-0.51,-11.19,0.22,0.22,0.2,0.22
1951-01-25,5.5,-0.86,-5.05,0.09,89.81,-52.14,66.79,1.86,-0.24,0.79,-8.41,0.22,0.22,0.2,0.22
1951-01-26,-1.96,-8.74,-17.27,1.37,89.21,-58.25,68.84,1.35,-1.22,-2.24,-13.06,0.23,0.22,0.2,0.22
1951-01-27,-19.03,-20.79,-22.03,1.26,90.38,-18.81,42.22,1.2,0.32,-5.22,-28.46,0.23,0.22,0.2,0.22
1951-01-28,-19.74,-22.76,-25.16,0.36,90.94,-67.12,77.38,0.83,0.84,-3.26,-30.84,0.23,0.22,0.2,0.22
1951-01-29,-13.95,-19.86,-24.9,0.0,90.98,-88.31,88.83,1.02,2.82,0.61,-29.76,0.23,0.22,0.2,0.22
1951-01-30,-11.82,-15.9,-19.75,0.04,90.56,-69.96,76.16,1.03,1.2,-1.0,-25.21,0.23,0.22,0.2,0.22
1951-01-31,-17.12,-19.06,-21.78,0.14,90.76,-72.35,80.61,0.97,1.72,-4.4,-25.95,0.23,0.22,0.2,0.22
1951-02-01,-6.25,-14.97,-22.56,0.0,90.22,-99.44,99.58,1.73,4.86,0.55,-25.94,0.23,0.22,0.2,0.22
1951-02-02,2.71,-4.77,-13.05,0.0,89.64,-82.38,87.87,3.63,6.53,0.95,-15.72,0.23,0.22,0.2,0.22
1951-02-03,6.31,1.5,-3.06,0.31,89.43,-72.22,85.17,4.36,5.91,-1.52,-7.94,0.23,0.22,0.2,0.22
1951-02-04,4.53,-1.02,-4.45,0.06,89.7,-74.04,72.91,1.88,2.66,1.88,-8.84,0.23,0.22,0.21,0.22
1951-02-05,5.25,-0.24,-3.92,1.11,88.81,-52.28,50.56,1.16,1.14,0.95,-4.21,0.24,0.22,0.21,0.22
1951-02-06,-4.33,-9.46,-14.55,0.85,90.21,-74.4,100.27,2.01,0.85,-4.65,-16.65,0.25,0.22,0.21,0.22
1951-02-07,-2.15,-9.05,-16.54,0.11,90.29,-55.4,81.1,1.88,-0.88,2.18,-16.9,0.25,0.22,0.21,0.22
1951-02-08,0.26,-5.22,-8.56,0.23,89.92,-67.4,96.1,1.56,0.54,-1.22,-9.85,0.25,0.22,0.21,0.22
1951-02-09,12.39,4.18,-6.4,0.0,89.76,-54.68,84.45,3.12,4.74,1.28,-3.72,0.26,0.22,0.21,0.22
1951-02-10,17.29,9.9,3.99,0.0,89.42,-80.57,115.39,5.8,5.84,1.96,-1.68,0.27,0.22,0.21,0.22
1951-02-11,10.87,5.95,-4.53,0.0,88.98,-81.91,99.75,5.43,1.83,-0.24,-4.07,0.26,0.22,0.21,0.22
1951-02-12,-6.42,-10.17,-12.36,0.43,90.14,-46.8,89.79,2.64,-2.05,-4.21,-18.53,0.25,0.22,0.21,0.22
1951-02-13,-2.43,-8.66,-14.0,0.03,91.36,-102.28,129.51,2.8,1.22,-0.14,-24.49,0.25,0.22,0.21,0.22
1951-02-14,8.72,-1.17,-7.65,0.0,90.87,-112.66,131.45,5.46,2.11,4.37,-24.49,0.25,0.22,0.21,0.22
1951-02-15,8.34,0.26,-5.65,0.0,89.99,-92.42,119.7,5.33,1.03,4.62,-20.23,0.25,0.22,0.21,0.22
1951-02-16,13.06,3.37,-2.62,0.0,89.26,-105.83,135.95,5.9,3.79,-0.11,-14.87,0.25,0.22,0.21,0.22
1951-02-17,7.6,0.87,-4.43,0.0,89.31,-92.2,129.84,2.99,2.68,0.3,-7.77,0.24,0.22,0.21,0.22
