date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,0.46,-2.58,-4.58,0.0,96.64,-66.87,73.13,2.12,0.16,-3.1,-10.34,0.29,0.29,0.28,0.3
1951-01-02,-2.74,-4.94,-8.21,6.34,96.46,-47.2,42.96,1.11,-0.5,-2.65,-9.56,0.29,0.29,0.28,0.3
1951-01-03,-2.13,-7.59,-13.08,0.01,95.94,-58.38,58.99,0.87,-0.77,1.15,-11.21,0.29,0.29,0.28,0.3
1951-01-04,1.21,-3.27,-7.4,0.0,97.14,-76.74,68.17,0.95,0.84,-0.66,-9.23,0.29,0.29,0.28,0.3
1951-01-05,-4.6,-6.73,-10.14,0.01,97.55,-61.57,59.79,1.24,-1.03,-3.15,-11.34,0.29,0.29,0.28,0.3
1951-01-06,-7.11,-10.96,-13.74,0.03,98.57,-62.46,63.96,1.17,0.62,-1.95,-17.65,0.29,0.29,0.28,0.3
1951-01-07,0.36,-6.55,-11.7,0.0,98.07,-79.92,70.46,1.62,2.53,-1.95,-13.5,0.29,0.29,0.28,0.3
1951-01-08,3.8,-4.82,-11.47,0.0,97.16,-81.76,76.95,1.64,1.89,2.39,-11.87,0.29,0.29,0.28,0.3
1951-01-09,2.28,-3.6,-9.02,0.0,96.45,-60.71,59.89,1.05,0.37,-1.09,-9.47,0.29,0.29,0.28,0.3
1951-01-10,3.35,-2.43,-6.23,0.0,97.33,-86.95,82.52,1.56,1.94,-2.12,-8.59,0.29,0.29,0.28,0.3
1951-01-11,4.11,-2.29,-7.51,0.82,97.08,-57.87,62.47,2.15,-0.76,3.48,-9.86,0.29,0.29,0.28,0.3
1951-01-12,4.14,-0.98,-4.76,0.29,96.84,-75.25,79.65,1.11,-0.95,2.06,-5.32,0.3,0.29,0.28,0.3
1951-01-13,5.18,-1.3,-5.81,0.02,97.27,-54.23,64.24,0.91,1.77,-0.77,-6.5,0.31,0.29,0.28,0.3
1951-01-14,5.33,-0.57,-6.02,0.22,96.67,-76.73,88.41,1.79,3.21,-0.5,-7.06,0.31,0.29,0.28,0.3
1951-01-15,4.75,1.06,-2.6,0.0,97.1,-93.09,92.03,2.79,3.57,-2.59,-5.69,0.31,0.29,0.29,0.3
1951-01-16,9.88,3.12,-1.31,0.0,96.14,-68.64,67.66,2.68,2.31,3.64,-3.08,0.31,0.29,0.29,0.3
1951-01-17,10.02,2.98,-2.63,0.01,95.93,-80.04,97.07,2.29,1.1,0.94,-4.48,0.32,0.29,0.29,0.3
1951-01-18,15.69,6.24,1.5,0.0,95.89,-86.52,98.42,3.56,3.38,2.07,-3.02,0.31,0.3,0.28,0.3
1951-01-19,4.7,-0.89,-6.35,0.42,96.0,-68.17,96.6,2.11,0.49,-3.09,-5.21,0.31,0.3,0.28,0.3
1951-01-20,-5.7,-9.24,-13.56,7.05,97.82,-43.14,42.47,1.62,3.08,-5.2,-13.54,0.3,0.3,0.28,0.3
1951-01-21,-2.35,-10.0,-17.46,0.0,98.41,-76.42,74.35,1.54,-0.46,2.54,-16.2,0.3,0.3,0.28,0.3
1951-01-22,7.13,0.36,-4.42,0.77,96.49,-56.9,68.21,2.47,2.45,3.23,-5.89,0.31,0.3,0.29,0.3
1951-01-23,2.79,-1.66,-5.56,0.0,97.1,-87.2,83.26,2.41,4.23,-2.14,-8.32,0.32,0.3,0.29,0.3
1951-01-24,-0.5,-5.13,-7.29,0.0,97.91,-86.44,91.23,2.01,2.49,-2.85,-12.51,0.32,0.3,0.29,0.3
1951-01-25,-0.23,-5.2,-9.75,0.01,97.74,-47.2,58.79,1.68,-1.54,1.09,-12.59,0.31,0.3,0.29,0.3
1951-01-26,5.94,-2.16,-8.46,0.0,96.51,-68.32,91.1,1.92,-1.51,-1.1,-8.97,0.31,0.3,0.29,0.3
1951-01-27,-9.77,-14.11,-16.73,0.06,97.8,-63.33,96.22,2.21,0.78,-6.07,-22.54,0.32,0.3,0.29,0.3
1951-01-28,-15.19,-17.83,-20.08,0.2,98.75,-46.42,89.58,1.8,0.81,-5.22,-27.57,0.31,0.3,0.29,0.3
1951-01-29,-14.36,-17.49,-20.75,0.11,99.2,-61.99,77.12,1.36,1.35,-2.21,-28.91,0.31,0.3,0.29,0.3
1951-01-30,-10.17,-13.71,-17.51,0.67,98.63,-45.64,58.04,1.15,0.4,1.58,-23.62,0.31,0.3,0.29,0.3
1951-01-31,-11.47,-13.49,-17.65,1.36,98.25,-45.5,55.22,1.3,1.24,-4.01,-20.43,0.31,0.3,0.29,0.3
1951-02-01,-10.92,-16.65,-21.58,0.0,98.24,-97.55,101.85,1.19,3.07,-1.08,-25.65,0.31,0.3,0.29,0.3
1951-02-02,0.2,-8.17,-16.12,0.0,97.65,-85.6,105.06,2.35,2.69,2.7,-19.29,0.31,0.3,0.29,0.3
1951-02-03,8.85,0.67,-4.94,0.11,96.64,-67.64,86.12,2.48,3.35,1.41,-7.71,0.32,0.3,0.29,0.3
1951-02-04,3.14,-0.66,-2.95,0.03,97.33,-69.63,99.7,1.41,0.48,-1.06,-5.3,0.33,0.3,0.29,0.3
1951-02-05,6.35,1.34,-3.36,1.97,96.59,-34.74,73.3,2.08,-2.33,3.24,-3.08,0.33,0.3,0.29,0.3
1951-02-06,2.32,-4.81,-11.9,0.16,97.17,-68.86,118.21,2.98,2.56,-5.57,-11.63,0.35,0.3,0.29,0.3
1951-02-07,-5.91,-10.88,-16.11,0.06,98.53,-87.81,126.45,2.43,1.27,-1.36,-23.53,0.34,0.31,0.29,0.3
1951-02-08,-1.34,-6.8,-13.73,0.64,97.69,-57.56,104.05,3.02,-2.85,-0.09,-16.99,0.34,0.31,0.29,0.3
1951-02-09,-0.21,-8.34,-15.73,0.0,98.02,-55.17,92.11,2.63,-1.37,2.89,-16.38,0.34,0.31,0.29,0.3
1951-02-10,15.96,4.62,-3.54,0.0,96.95,-70.51,122.22,2.89,1.63,3.35,-3.17,0.34,0.31,0.29,0.3
1951-02-11,19.12,9.05,-0.66,0.0,96.18,-76.48,120.03,4.79,2.6,0.71,0.06,0.34,0.31,0.29,0.3
1951-02-12,-0.99,-5.73,-10.69,1.81,97.13,-26.92,76.75,3.19,-1.04,-6.92,-12.11,0.33,0.31,0.29,0.3
1951-02-13,-7.11,-10.78,-13.1,2.68,99.02,-45.26,85.55,2.58,-0.32,-5.16,-20.71,0.32,0.31,0.29,0.3
1951-02-14,-3.77,-9.76,-16.41,0.0,99.23,-75.15,103.71,1.84,-1.33,-0.1,-23.87,0.32,0.31,0.29,0.3
1951-02-15,-3.48,-5.82,-7.54,2.54,98.17,-9.88,33.54,1.13,-1.89,-0.48,-11.4,0.32,0.31,0.29,0.3
1951-02-16,3.53,-2.3,-5.33,0.86,96.98,-39.02,73.4,1.32,1.36,0.96,-6.2,0.32,0.31,0.29,0.3
1951-02-17,5.4,-1.9,-6.42,0.0,96.74,-77.57,108.3,1.3,-0.58,2.3,-6.16,0.33,0.31,0.29,0.3
1951-02-18,6.88,0.1,-5.23,0.01,96.5,-48.47,84.67,0.88,-0.58,0.34,-3.08,0.35,0.31,0.29,0.3
1951-02-19,3.96,0.86,-2.74,1.09,96.86,-14.44,55.34,0.69,-1.19,-2.07,-0.44,0.36,0.32,0.29,0.3
1951-02-20,6.35,0.85,-3.08,0.3,97.25,-42.13,93.91,1.89,0.1,-4.42,-2.27,0.36,0.32,0.29,0.3
1951-02-21,11.28,1.72,-5.93,0.0,97.46,-89.2,148.01,2.53,-0.94,2.02,-3.74,0.35,0.32,0.29,0.3
1951-02-22,12.46,4.22,-1.29,0.0,97.52,-83.89,143.45,2.23,-2.41,2.61,0.56,0.34,0.33,0.29,0.3
1951-02-23,13.28,5.75,1.17,0.06,97.64,-39.81,107.52,2.54,-2.64,3.17,2.29,0.34,0.33,0.29,0.3
1951-02-24,14.1,8.8,5.05,6.28,96.92,-15.89,72.01,2.49,-1.06,5.2,5.26,0.36,0.33,0.29,0.3
1951-02-25,12.84,9.5,4.28,23.53,96.01,-4.67,27.07,0.15,1.27,1.83,8.63,0.42,0.38,0.29,0.3
1951-02-26,13.45,5.65,-1.32,0.14,96.57,-91.16,161.95,3.27,1.73,-0.6,-1.26,0.4,0.4,0.3,0.3
1951-02-27,14.44,5.71,-2.66,4.67,96.85,-71.37,150.13,4.42,-3.81,2.05,-0.51,0.39,0.39,0.3,0.3
1951-02-28,11.13,5.68,-2.36,15.99,95.78,-49.76,104.78,3.91,1.2,-0.1,0.95,0.42,0.41,0.31,0.3
1951-03-01,6.54,-0.26,-5.85,0.01,97.29,-90.87,157.18,3.35,-0.91,-0.51,-9.05,0.39,0.4,0.32,0.3
1951-03-02,10.22,3.5,1.13,23.72,95.8,-6.01,13.44,1.24,-3.43,2.01,0.76,0.41,0.41,0.33,0.3
1951-03-03,-0.43,-3.42,-6.95,0.01,96.4,-70.63,151.23,4.05,4.94,-3.29,-9.96,0.4,0.41,0.34,0.3
1951-03-04,9.03,0.77,-7.24,0.0,96.74,-90.98,170.22,3.8,-0.22,3.63,-6.16,0.38,0.39,0.35,0.3
1951-03-05,17.55,6.98,-0.82,0.0,95.96,-90.47,172.95,5.56,-0.73,4.26,-0.31,0.37,0.39,0.35,0.3
1951-03-06,6.06,-3.91,-8.48,0.0,97.03,-81.01,175.83,4.73,0.0,-5.76,-13.58,0.37,0.38,0.35,0.3
1951-03-07,5.69,-2.8,-8.81,0.0,97.36,-90.3,176.86,3.57,-0.45,-2.42,-12.68,0.36,0.37,0.35,0.3
1951-03-08,-6.69,-10.94,-15.04,0.0,98.52,-76.86,153.88,3.65,0.6,-5.76,-21.54,0.36,0.37,0.35,0.3
1951-03-09,-1.37,-6.17,-12.36,0.03,98.33,-51.97,124.38,3.93,-2.73,0.48,-18.58,0.36,0.37,0.35,0.3
1951-03-10,0.43,-0.56,-3.45,16.98,97.49,-4.86,13.37,0.74,-2.59,-0.04,-2.41,0.38,0.37,0.35,0.3
1951-03-11,-3.98,-7.54,-10.74,5.66,98.39,-13.53,25.63,0.72,3.48,-6.59,-9.44,0.38,0.37,0.35,0.3
1951-03-12,-9.3,-10.56,-11.72,0.55,98.47,-26.82,37.23,0.67,4.16,-7.36,-13.02,0.37,0.37,0.35,0.3
1951-03-13,-8.2,-10.26,-12.38,0.24,97.46,-17.19,36.49,0.62,3.88,-5.98,-12.5,0.37,0.37,0.35,0.3
1951-03-14,-3.67,-7.06,-10.1,0.01,97.31,-49.3,43.27,0.4,2.91,-3.78,-9.11,0.36,0.37,0.35,0.3
