date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,5.98,-0.38,-3.1,0.2,96.44,-44.73,44.95,1.89,-0.55,-1.98,-6.48,0.24,0.24,0.24,0.28
1951-01-02,-1.31,-3.63,-6.75,9.38,96.24,-35.71,50.0,1.44,-0.11,-3.62,-7.31,0.28,0.24,0.24,0.28
1951-01-03,1.34,-4.79,-10.59,0.0,95.85,-67.31,74.65,1.25,0.02,0.66,-9.78,0.29,0.24,0.24,0.28
1951-01-04,3.06,-1.54,-4.17,0.0,97.07,-81.39,83.82,1.44,0.33,-0.62,-8.48,0.28,0.25,0.24,0.28
1951-01-05,1.0,-3.53,-8.24,0.01,97.27,-61.64,74.25,1.62,-1.0,-2.52,-8.06,0.28,0.25,0.24,0.28
1951-01-06,-7.26,-9.79,-12.17,0.23,98.41,-49.08,62.12,1.68,0.27,-3.26,-16.3,0.28,0.25,0.24,0.28
1951-01-07,1.0,-6.01,-11.25,0.0,98.01,-84.16,85.16,1.92,2.45,-1.32,-12.91,0.27,0.25,0.24,0.28
1951-01-08,5.8,-3.15,-9.71,0.0,97.21,-90.81,92.59,2.43,2.0,2.22,-11.76,0.27,0.25,0.24,0.28
1951-01-09,6.65,-0.62,-4.46,0.0,96.31,-73.31,71.88,2.1,0.92,0.89,-12.85,0.27,0.25,0.24,0.28
1951-01-10,3.03,-1.79,-5.4,0.0,97.2,-83.78,92.75,2.21,1.87,-2.84,-8.12,0.27,0.25,0.24,0.28
1951-01-11,5.41,-1.12,-6.6,0.54,97.07,-66.16,76.81,3.11,-1.25,3.46,-10.38,0.27,0.25,0.24,0.28
1951-01-12,7.16,0.78,-3.39,0.0,96.73,-78.25,94.33,1.73,-0.48,1.91,-4.35,0.28,0.25,0.24,0.28
1951-01-13,4.5,-0.87,-5.54,1.57,97.15,-47.44,54.42,1.02,0.33,-1.92,-5.22,0.28,0.25,0.24,0.28
1951-01-14,6.4,0.69,-4.12,0.28,96.63,-74.38,97.19,2.03,2.48,-0.9,-5.81,0.28,0.25,0.24,0.28
1951-01-15,5.72,2.08,-1.86,0.0,97.08,-93.75,100.82,3.35,3.6,-2.37,-5.32,0.28,0.26,0.24,0.28
1951-01-16,12.85,5.47,-1.25,0.0,96.25,-83.41,96.42,4.7,2.51,5.11,-2.77,0.28,0.26,0.24,0.28
1951-01-17,10.81,3.51,-1.79,0.0,95.88,-83.76,105.71,1.75,1.19,0.07,-1.95,0.28,0.26,0.24,0.28
1951-01-18,15.55,6.39,0.44,0.0,95.96,-87.69,106.99,3.05,2.54,2.34,-1.03,0.28,0.26,0.24,0.28
1951-01-19,9.6,3.4,-3.82,0.0,95.81,-83.56,106.73,2.3,0.75,-1.56,-1.11,0.27,0.26,0.24,0.28
1951-01-20,-3.87,-6.13,-9.22,1.2,97.6,-55.52,79.27,2.89,3.2,-5.21,-12.28,0.27,0.26,0.24,0.28
1951-01-21,-0.01,-6.36,-11.87,0.0,98.42,-96.69,110.58,2.77,-0.27,1.87,-16.42,0.26,0.26,0.24,0.28
1951-01-22,8.38,1.43,-3.69,0.31,96.57,-67.22,97.78,4.86,1.93,4.27,-9.38,0.26,0.26,0.24,0.28
1951-01-23,5.48,0.56,-2.61,0.03,97.06,-91.27,113.2,3.66,3.76,-2.19,-7.59,0.26,0.26,0.24,0.28
1951-01-24,1.5,-3.08,-5.54,0.0,97.79,-95.02,113.83,2.85,1.63,-2.82,-12.18,0.26,0.26,0.24,0.28
1951-01-25,2.84,-3.07,-7.62,0.01,97.66,-66.63,77.85,2.51,-1.1,1.66,-12.37,0.26,0.26,0.24,0.28
1951-01-26,11.66,1.69,-3.6,0.0,96.3,-75.38,113.99,3.27,-0.18,0.79,-6.46,0.26,0.26,0.24,0.28
1951-01-27,-4.47,-10.94,-14.5,0.0,97.47,-76.45,117.05,3.18,-0.05,-6.18,-20.21,0.26,0.26,0.24,0.28
1951-01-28,-12.82,-15.71,-18.04,0.02,98.48,-58.11,103.03,2.51,0.01,-5.34,-26.95,0.26,0.26,0.24,0.28
1951-01-29,-12.75,-16.02,-19.22,0.16,99.05,-60.93,101.81,2.21,0.31,-3.73,-29.22,0.26,0.26,0.24,0.28
1951-01-30,-11.25,-13.21,-15.02,1.23,98.56,-48.35,57.51,1.31,-0.82,-0.17,-24.31,0.26,0.26,0.24,0.28
1951-01-31,-10.42,-12.28,-15.24,1.66,98.04,-46.3,64.59,1.61,0.58,-3.87,-19.79,0.26,0.26,0.24,0.28
1951-02-01,-10.34,-15.35,-20.06,0.0,98.2,-101.78,117.83,1.8,3.03,-1.63,-26.05,0.26,0.26,0.24,0.28
1951-02-02,0.61,-8.11,-15.67,0.0,97.76,-91.94,121.18,3.16,2.64,3.04,-22.01,0.26,0.26,0.24,0.28
1951-02-03,9.36,0.81,-4.87,0.07,96.73,-75.76,111.35,4.2,3.24,2.75,-10.42,0.26,0.26,0.24,0.28
1951-02-04,5.69,0.95,-2.48,0.01,97.23,-82.11,124.35,2.14,0.62,-1.38,-5.33,0.27,0.26,0.24,0.28
1951-02-05,8.17,2.8,-1.94,1.06,96.52,-35.71,80.19,2.51,-2.3,3.55,-1.86,0.27,0.26,0.24,0.28
1951-02-06,4.23,-1.37,-8.92,0.08,96.93,-60.66,122.25,3.58,1.95,-4.98,-8.32,0.29,0.26,0.24,0.28
1951-02-07,-4.89,-8.86,-13.26,0.03,98.44,-76.34,133.02,3.22,0.92,-1.64,-23.52,0.28,0.26,0.24,0.28
1951-02-08,3.69,-3.71,-10.76,0.51,97.49,-66.88,125.34,4.03,-1.92,0.2,-16.86,0.28,0.26,0.24,0.28
1951-02-09,0.71,-6.84,-13.83,0.0,98.0,-70.46,113.99,3.06,-1.39,1.7,-15.77,0.28,0.26,0.24,0.27
1951-02-10,15.28,5.11,-2.4,0.0,97.04,-74.55,133.35,3.72,1.56,3.83,-3.02,0.28,0.26,0.24,0.27
1951-02-11,20.41,10.3,2.11,0.0,96.19,-80.26,137.7,5.23,2.12,2.98,2.14,0.28,0.26,0.24,0.27
1951-02-12,1.11,-3.33,-9.27,2.18,96.7,-14.76,28.87,2.55,-1.47,-6.28,-8.24,0.27,0.26,0.24,0.27
1951-02-13,-7.33,-10.0,-12.18,2.87,98.71,-30.1,65.35,2.66,-0.79,-5.9,-17.9,0.27,0.26,0.24,0.27
1951-02-14,-3.85,-8.77,-13.87,0.73,99.06,-44.42,85.1,2.55,-1.92,-2.33,-20.83,0.27,0.26,0.24,0.27
1951-02-15,-3.62,-5.39,-7.08,9.99,97.97,-5.66,25.86,0.8,-1.51,-1.92,-7.9,0.27,0.26,0.24,0.27
1951-02-16,-0.81,-3.62,-5.13,0.75,96.96,-35.3,40.16,0.5,1.72,1.42,-5.46,0.27,0.26,0.24,0.27
1951-02-17,1.78,-3.81,-9.76,0.0,96.69,-67.26,58.95,0.31,-0.14,2.88,-5.93,0.28,0.26,0.24,0.27
1951-02-18,3.04,0.1,-5.3,0.17,96.39,-13.99,39.62,0.15,-0.83,0.61,-0.91,0.31,0.26,0.24,0.27
1951-02-19,5.65,3.43,1.28,0.95,96.62,4.61,34.47,-0.06,-2.05,-1.3,3.27,0.37,0.27,0.24,0.27
1951-02-20,3.33,0.95,-1.8,2.97,96.97,-22.14,32.5,0.61,0.4,-4.68,-0.31,0.38,0.29,0.24,0.27
1951-02-21,11.75,2.36,-4.72,0.0,97.42,-91.2,153.71,2.36,-0.94,1.24,-2.72,0.35,0.31,0.24,0.27
1951-02-22,13.94,5.63,-0.82,0.0,97.43,-76.79,148.34,2.45,-2.39,2.59,2.02,0.34,0.31,0.25,0.27
1951-02-23,13.25,6.93,2.52,0.57,97.58,-51.6,114.32,2.76,-2.52,3.0,2.95,0.33,0.31,0.25,0.27
1951-02-24,13.45,8.63,5.19,2.83,96.99,-17.58,74.73,2.85,-0.91,5.16,4.86,0.34,0.31,0.25,0.27
1951-02-25,12.43,10.7,8.2,16.94,96.02,-20.82,29.46,0.74,1.14,3.87,9.2,0.38,0.33,0.25,0.27
1951-02-26,14.2,7.23,0.39,0.01,96.53,-89.98,169.35,3.95,2.49,-0.1,-0.04,0.38,0.37,0.25,0.27
