date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,-3.31,-8.5,-12.81,0.07,91.88,-75.79,56.3,0.98,2.15,0.47,-15.19,0.29,0.23,0.2,0.23
1951-01-02,-4.32,-6.31,-8.9,0.19,91.66,-59.8,39.13,0.87,1.22,-0.21,-11.24,0.29,0.23,0.2,0.23
1951-01-03,-0.89,-7.42,-11.94,0.16,91.03,-38.93,39.32,0.97,-0.04,-0.24,-11.48,0.29,0.23,0.2,0.23
1951-01-04,-11.9,-14.62,-16.72,0.51,92.61,-61.67,49.61,0.76,0.01,-1.73,-20.39,0.29,0.23,0.2,0.23
1951-01-05,-10.04,-14.43,-17.66,0.19,93.29,-65.66,55.32,0.47,-0.6,0.41,-19.97,0.29,0.23,0.2,0.23
1951-01-06,-3.66,-9.67,-15.9,0.09,93.62,-73.36,59.56,1.27,4.38,-0.93,-17.28,0.29,0.23,0.2,0.23
1951-01-07,-1.49,-6.19,-10.42,0.0,93.36,-83.19,60.46,1.0,3.33,-0.96,-11.77,0.29,0.23,0.2,0.23
1951-01-08,5.27,-1.24,-6.17,0.0,92.05,-79.23,57.74,2.38,5.26,-0.59,-10.57,0.29,0.23,0.2,0.23
1951-01-09,1.54,-2.87,-5.09,0.0,92.2,-91.91,63.43,1.83,5.23,-2.0,-9.53,0.29,0.23,0.2,0.23
1951-01-10,1.36,-4.13,-7.32,0.0,92.61,-78.79,52.13,0.88,1.97,-0.1,-11.26,0.29,0.23,0.2,0.23
1951-01-11,0.95,-4.96,-7.87,0.0,92.05,-76.56,65.24,1.25,-3.03,2.4,-10.79,0.29,0.23,0.2,0.23
1951-01-12,-0.84,-4.47,-7.14,1.54,92.19,-38.99,27.99,0.41,-0.11,1.51,-7.34,0.29,0.23,0.2,0.23
1951-01-13,1.82,-3.32,-5.62,0.01,92.49,-74.49,61.08,1.16,3.96,-0.63,-8.69,0.29,0.23,0.2,0.23
