date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,-9.7,-14.43,-19.14,0.62,71.18,-66.95,67.44,2.78,1.76,0.77,-17.77,0.29,0.29,0.3,0.35
1951-01-02,-10.47,-14.64,-18.29,0.44,71.26,-73.37,71.17,4.21,3.83,1.79,-18.84,0.29,0.29,0.3,0.35
1951-01-03,-8.25,-9.71,-12.73,2.64,71.06,-61.36,60.21,6.11,6.23,1.37,-13.08,0.29,0.29,0.3,0.35
1951-01-04,-4.97,-7.76,-11.01,3.8,71.74,-51.51,56.4,6.69,4.35,2.36,-11.57,0.29,0.29,0.3,0.35
1951-01-05,-7.7,-12.1,-17.59,3.16,72.13,-55.21,52.36,3.51,3.83,0.37,-15.33,0.29,0.29,0.3,0.35
1951-01-06,-12.23,-16.36,-18.99,0.08,72.77,-84.72,73.05,3.07,3.1,1.09,-20.77,0.29,0.29,0.3,0.35
1951-01-07,-6.86,-13.99,-18.7,0.0,72.96,-91.59,75.3,4.92,2.21,1.64,-20.51,0.29,0.29,0.3,0.35
1951-01-08,-3.74,-9.45,-13.39,0.0,72.22,-93.17,69.62,10.69,2.77,2.13,-19.68,0.29,0.29,0.3,0.35
1951-01-09,-9.48,-12.07,-14.87,1.28,71.83,-58.99,54.49,3.37,2.5,0.73,-17.0,0.29,0.29,0.29,0.35
1951-01-10,-7.08,-12.88,-15.74,0.02,72.04,-90.1,76.85,4.3,2.19,1.88,-17.61,0.29,0.29,0.29,0.35
1951-01-11,-7.15,-12.02,-14.59,0.1,71.32,-61.49,70.66,3.43,2.13,1.41,-16.67,0.29,0.29,0.29,0.35
1951-01-12,-9.11,-14.13,-17.73,0.01,71.64,-79.52,74.83,2.63,1.95,0.84,-17.72,0.29,0.29,0.29,0.35
1951-01-13,-11.77,-15.8,-19.22,0.05,72.12,-77.07,75.0,1.86,2.91,1.2,-18.82,0.29,0.29,0.29,0.35
1951-01-14,-5.73,-9.46,-16.03,1.15,72.33,-42.88,51.35,4.32,5.09,1.76,-12.26,0.29,0.29,0.29,0.35
1951-01-15,-1.47,-4.6,-7.44,0.2,72.32,-78.52,79.04,15.82,4.92,3.04,-10.75,0.29,0.29,0.29,0.35
1951-01-16,-3.0,-5.55,-9.97,1.22,71.44,-70.93,58.48,14.81,4.37,2.44,-11.79,0.29,0.29,0.29,0.35
1951-01-17,-5.23,-7.46,-9.4,0.46,71.35,-63.55,67.94,8.62,5.6,3.06,-11.17,0.29,0.29,0.29,0.35
1951-01-18,-3.47,-6.09,-7.27,2.34,71.33,-67.19,68.69,11.18,4.67,3.07,-10.65,0.29,0.29,0.29,0.35
1951-01-19,-7.95,-11.2,-16.89,11.48,71.24,-41.68,34.59,3.4,2.96,0.22,-14.5,0.29,0.29,0.29,0.35
1951-01-20,-13.21,-17.12,-19.39,0.03,72.37,-87.9,81.12,2.99,2.89,1.01,-21.68,0.29,0.29,0.29,0.35
1951-01-21,-4.47,-9.51,-19.05,0.0,72.42,-74.38,79.63,11.93,4.36,2.57,-17.08,0.29,0.29,0.29,0.35
