date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,-1.39,-6.75,-10.13,0.01,83.75,-96.21,80.84,8.06,1.07,0.18,-16.67,0.26,0.26,0.27,0.32
1951-01-02,-2.02,-5.26,-7.1,0.17,83.57,-81.84,72.66,9.18,1.95,0.19,-14.8,0.26,0.26,0.27,0.32
1951-01-03,2.77,-1.85,-5.2,2.32,82.98,-60.21,47.13,9.0,2.36,-0.93,-8.01,0.26,0.26,0.27,0.32
1951-01-04,-2.75,-7.08,-9.92,1.43,84.12,-61.81,62.96,3.61,-0.21,0.57,-12.11,0.26,0.26,0.27,0.32
1951-01-05,-2.57,-8.91,-14.68,0.21,84.77,-74.64,73.54,5.28,0.46,-0.25,-13.98,0.27,0.26,0.27,0.32
1951-01-06,-3.63,-9.15,-14.49,0.0,85.4,-93.82,80.1,8.98,2.55,-1.11,-19.05,0.27,0.26,0.27,0.32
1951-01-07,2.48,-3.02,-5.95,0.0,85.28,-105.5,80.36,14.95,2.66,-1.21,-14.46,0.27,0.26,0.27,0.32
1951-01-08,8.16,0.48,-3.33,0.0,84.29,-91.97,77.85,16.22,2.03,-0.46,-14.79,0.27,0.26,0.27,0.32
1951-01-09,1.15,-2.58,-6.89,0.55,84.3,-70.84,67.91,8.63,1.77,-1.09,-12.73,0.27,0.26,0.27,0.32
1951-01-10,1.67,-4.81,-8.38,0.0,84.54,-99.92,78.21,9.26,1.64,-0.0,-14.95,0.27,0.26,0.27,0.32
1951-01-11,0.77,-4.78,-9.17,0.0,83.78,-69.33,57.02,7.42,1.0,0.48,-14.71,0.27,0.26,0.27,0.32
1951-01-12,1.74,-3.88,-7.33,0.08,84.06,-69.05,74.32,7.41,1.46,-1.0,-11.49,0.27,0.26,0.27,0.32
1951-01-13,1.1,-4.07,-6.89,0.0,84.57,-95.88,85.53,10.1,2.89,-0.35,-11.84,0.27,0.26,0.27,0.32
1951-01-14,3.11,-0.96,-5.88,0.86,84.23,-78.67,71.98,18.46,4.06,-1.34,-10.69,0.27,0.26,0.27,0.32
1951-01-15,4.83,0.39,-4.75,0.0,84.32,-90.24,82.77,19.09,3.13,0.71,-9.97,0.27,0.26,0.27,0.32
1951-01-16,3.7,1.26,-4.17,0.6,83.37,-91.78,73.31,25.89,3.38,1.21,-8.84,0.27,0.26,0.27,0.32
1951-01-17,4.04,0.38,-4.08,0.01,83.0,-96.11,78.19,28.1,5.88,1.18,-10.23,0.27,0.26,0.27,0.32
1951-01-18,4.65,0.57,-3.67,1.03,83.31,-69.13,68.94,11.44,1.54,0.13,-4.99,0.27,0.26,0.27,0.32
1951-01-19,-3.41,-6.8,-11.44,1.35,83.85,-37.97,42.62,2.88,-0.99,-1.32,-9.92,0.27,0.26,0.27,0.32
1951-01-20,-3.92,-9.54,-12.59,1.1,85.12,-63.08,72.04,5.55,1.05,-0.28,-14.5,0.27,0.26,0.27,0.32
1951-01-21,3.65,-3.11,-12.07,0.07,84.41,-77.44,76.12,18.44,4.19,0.81,-13.42,0.27,0.26,0.27,0.32
1951-01-22,1.74,-1.15,-5.15,0.62,83.82,-74.71,60.32,17.15,3.67,-1.02,-9.8,0.27,0.26,0.27,0.32
1951-01-23,-0.82,-5.23,-7.32,0.0,84.53,-102.03,95.97,14.86,3.65,-1.85,-14.71,0.27,0.26,0.27,0.32
1951-01-24,0.66,-4.36,-7.35,0.13,85.06,-73.37,84.06,7.95,1.27,-0.96,-12.95,0.27,0.26,0.27,0.32
