date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,0.52,-2.22,-4.6,0.01,94.49,-64.66,72.11,2.23,-1.18,-3.38,-9.71,0.23,0.24,0.27,0.28
1951-01-02,-0.26,-4.51,-10.15,8.82,94.35,-54.38,48.81,0.93,0.11,-2.4,-8.75,0.23,0.24,0.27,0.28
1951-01-03,-1.01,-8.07,-15.01,0.0,93.78,-60.48,55.19,0.87,0.92,1.83,-11.31,0.23,0.24,0.27,0.28
1951-01-04,1.09,-2.55,-6.32,0.0,95.06,-76.35,61.59,0.74,-0.04,0.15,-6.44,0.24,0.24,0.27,0.28
1951-01-05,-2.91,-6.0,-8.97,0.07,95.33,-57.42,56.54,1.13,-0.79,-2.83,-9.51,0.24,0.24,0.27,0.28
1951-01-06,-4.8,-9.6,-14.78,0.37,96.39,-53.51,56.45,1.12,0.24,-1.58,-14.27,0.24,0.24,0.27,0.28
1951-01-07,1.97,-6.61,-15.28,0.0,96.06,-80.99,68.21,1.61,2.62,-2.09,-12.85,0.24,0.24,0.27,0.28
1951-01-08,3.26,-6.32,-13.24,0.0,95.13,-82.7,73.65,1.4,2.24,2.03,-12.2,0.24,0.24,0.27,0.28
1951-01-09,1.98,-4.19,-10.57,0.0,94.34,-56.83,58.13,1.27,-0.1,-2.01,-9.89,0.24,0.24,0.27,0.28
1951-01-10,3.96,-1.83,-5.75,0.0,95.34,-89.87,80.59,1.66,1.91,-1.4,-9.45,0.24,0.24,0.27,0.28
1951-01-11,4.25,-1.46,-6.54,0.26,94.76,-59.81,62.38,2.34,-1.64,4.24,-8.32,0.25,0.25,0.27,0.28
1951-01-12,4.89,-1.76,-6.56,0.0,94.65,-81.86,84.78,0.99,0.08,0.82,-6.18,0.26,0.25,0.27,0.28
1951-01-13,3.82,-1.48,-5.7,0.3,95.21,-43.63,47.15,0.97,1.07,-1.63,-7.28,0.27,0.25,0.27,0.28
1951-01-14,5.54,-0.72,-6.55,0.0,94.78,-84.03,91.98,2.14,3.39,-1.4,-7.73,0.27,0.25,0.27,0.28
1951-01-15,7.15,2.41,-0.56,0.0,95.24,-91.2,94.91,2.88,2.72,-1.15,-6.54,0.27,0.25,0.27,0.28
1951-01-16,9.89,3.08,-0.89,0.0,94.13,-80.06,93.7,2.67,0.99,3.53,-2.81,0.28,0.25,0.27,0.28
1951-01-17,10.84,3.03,-3.79,0.0,93.98,-82.23,102.33,2.44,1.22,0.38,-4.71,0.28,0.25,0.27,0.28
1951-01-18,15.39,5.46,-0.35,0.0,93.99,-87.12,104.28,2.64,2.1,1.95,-3.68,0.28,0.25,0.27,0.28
1951-01-19,7.98,1.18,-5.39,0.22,93.97,-81.4,102.09,2.35,0.6,-3.05,-4.67,0.28,0.25,0.27,0.28
1951-01-20,-3.13,-6.3,-9.05,0.61,95.84,-72.63,92.68,2.58,1.63,-4.83,-12.65,0.27,0.25,0.27,0.28
1951-01-21,2.49,-4.76,-10.87,0.0,96.16,-91.97,108.19,2.95,-0.06,3.8,-12.88,0.27,0.25,0.27,0.28
1951-01-22,10.18,1.43,-2.76,0.9,94.49,-67.84,92.11,2.66,1.22,1.62,-6.16,0.27,0.26,0.27,0.28
1951-01-23,6.05,-0.06,-4.31,0.0,95.22,-98.82,112.94,3.49,3.42,-2.29,-10.03,0.28,0.26,0.27,0.28
1951-01-24,2.79,-2.74,-6.12,0.0,95.84,-85.49,110.27,2.55,0.27,-2.24,-12.06,0.27,0.26,0.27,0.28
1951-01-25,7.58,-0.52,-6.21,0.0,95.44,-66.66,96.61,2.71,-0.93,2.68,-9.17,0.27,0.26,0.27,0.28
1951-01-26,10.85,1.04,-4.69,0.0,94.27,-74.37,111.32,2.1,-0.96,-0.82,-4.56,0.27,0.26,0.27,0.28
1951-01-27,-6.34,-12.33,-15.32,0.01,95.57,-74.98,115.42,2.94,-0.76,-5.8,-22.42,0.27,0.26,0.27,0.28
1951-01-28,-13.25,-16.21,-18.36,0.04,96.47,-53.39,95.51,2.27,-0.54,-4.97,-27.27,0.27,0.26,0.27,0.28
1951-01-29,-12.73,-15.59,-18.59,0.26,96.91,-59.78,77.75,1.64,-0.15,-2.24,-28.01,0.27,0.26,0.27,0.28
1951-01-30,-9.4,-12.18,-14.91,0.82,96.34,-54.64,76.08,1.48,-0.15,1.09,-23.05,0.27,0.26,0.27,0.28
1951-01-31,-11.04,-12.84,-16.87,1.62,96.1,-50.54,60.87,1.66,0.69,-4.28,-20.49,0.27,0.26,0.27,0.28
1951-02-01,-8.88,-15.03,-20.24,0.0,96.16,-104.61,117.84,1.83,3.01,-0.84,-26.87,0.27,0.26,0.27,0.28
1951-02-02,3.81,-6.48,-14.91,0.0,95.62,-94.43,118.5,3.27,2.84,2.07,-21.08,0.27,0.26,0.27,0.28
1951-02-03,11.72,2.41,-4.31,0.0,94.77,-80.36,112.74,4.07,4.17,-0.22,-9.27,0.27,0.26,0.27,0.28
1951-02-04,8.22,1.76,-3.87,0.0,95.24,-82.13,123.55,2.44,0.55,0.15,-6.99,0.28,0.26,0.27,0.28
1951-02-05,7.23,2.17,-2.22,0.2,94.33,-59.15,87.31,2.37,-1.66,2.96,-3.22,0.28,0.26,0.27,0.28
1951-02-06,0.52,-2.33,-7.27,0.0,95.12,-82.69,126.98,3.44,0.91,-5.37,-10.09,0.28,0.26,0.27,0.28
1951-02-07,-3.85,-7.07,-10.29,0.56,96.3,-51.4,113.9,3.18,-0.7,-0.2,-20.05,0.28,0.26,0.27,0.28
1951-02-08,6.92,-1.61,-7.1,0.0,95.3,-72.49,122.66,3.63,-1.16,-0.31,-12.68,0.28,0.26,0.27,0.28
1951-02-09,6.09,-3.36,-11.31,0.0,95.74,-73.42,112.66,3.02,-0.96,2.81,-11.31,0.28,0.26,0.27,0.28
