date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,-14.71,-19.25,-23.81,0.31,67.79,-50.66,30.17,0.46,2.08,0.19,-22.94,0.31,0.31,0.31,0.36
1951-01-02,-11.26,-15.75,-20.63,2.39,67.76,-26.74,25.49,0.57,2.78,0.96,-19.44,0.31,0.31,0.31,0.36
1951-01-03,-10.39,-12.9,-15.68,4.32,67.61,-39.2,30.24,1.24,4.27,0.75,-16.66,0.31,0.31,0.31,0.36
1951-01-04,-9.57,-12.48,-14.61,6.16,68.14,-19.33,19.11,0.73,2.57,1.0,-15.8,0.31,0.31,0.31,0.36
1951-01-05,-14.86,-17.02,-19.58,0.7,68.7,-48.09,29.7,0.69,2.25,0.05,-21.18,0.31,0.31,0.31,0.36
1951-01-06,-13.69,-18.2,-21.84,0.01,69.4,-74.86,36.37,0.73,2.3,0.1,-24.4,0.31,0.31,0.31,0.36
1951-01-07,-7.45,-14.57,-18.01,0.0,69.56,-57.68,36.67,0.8,1.97,0.75,-23.58,0.31,0.31,0.31,0.36
1951-01-08,-8.5,-13.74,-16.2,0.15,68.73,-44.53,36.62,1.12,1.9,0.99,-22.37,0.31,0.31,0.31,0.36
1951-01-09,-12.47,-15.27,-19.01,0.27,68.46,-42.51,33.73,0.57,1.53,-0.04,-19.17,0.31,0.31,0.31,0.36
1951-01-10,-9.37,-16.46,-19.94,0.02,68.51,-54.28,36.84,0.58,1.59,0.83,-21.45,0.31,0.31,0.31,0.36
1951-01-11,-12.24,-16.59,-19.05,0.47,67.83,-29.66,29.42,0.5,1.59,0.73,-20.39,0.31,0.31,0.31,0.36
1951-01-12,-13.75,-17.87,-21.45,0.03,68.24,-59.16,40.35,0.62,1.54,-0.07,-22.29,0.31,0.31,0.31,0.36
1951-01-13,-12.81,-16.93,-20.54,0.29,68.75,-40.85,40.06,0.55,2.37,0.28,-20.67,0.31,0.31,0.31,0.36
1951-01-14,-7.36,-9.99,-14.91,3.07,68.93,-14.42,24.47,1.03,3.62,0.9,-13.12,0.31,0.31,0.31,0.36
1951-01-15,-5.41,-7.8,-9.39,1.04,68.63,-51.68,38.47,1.88,2.78,2.02,-13.0,0.31,0.31,0.31,0.36
1951-01-16,-8.28,-13.31,-17.33,4.03,67.76,-48.92,33.34,1.58,3.64,1.13,-18.35,0.31,0.31,0.31,0.36
1951-01-17,-9.24,-11.47,-15.49,13.45,67.6,-9.87,16.26,0.78,3.01,2.26,-14.69,0.31,0.31,0.31,0.36
1951-01-18,-9.67,-11.2,-14.95,11.72,67.65,-20.56,21.61,0.8,2.2,0.96,-14.27,0.31,0.31,0.31,0.36
1951-01-19,-14.95,-16.79,-19.83,2.85,67.73,-35.94,25.11,0.69,2.31,0.74,-20.5,0.31,0.31,0.31,0.36
1951-01-20,-16.45,-19.84,-23.34,0.04,68.88,-65.68,37.41,0.56,2.0,0.69,-24.6,0.31,0.31,0.31,0.36
