date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,-12.03,-16.01,-19.28,3.29,75.23,-34.5,24.76,0.49,0.63,0.99,-18.46,0.31,0.31,0.31,0.36
1951-01-02,-9.03,-13.77,-18.83,5.16,74.86,-21.98,22.75,1.05,0.17,2.19,-16.35,0.31,0.31,0.31,0.36
1951-01-03,-7.96,-9.92,-12.97,5.13,74.77,-42.8,42.61,2.84,1.61,1.08,-13.26,0.31,0.31,0.31,0.36
1951-01-04,-7.58,-11.69,-14.44,1.42,75.39,-48.85,39.31,1.5,0.67,1.09,-14.42,0.31,0.31,0.31,0.36
1951-01-05,-11.06,-14.78,-17.03,1.15,76.2,-52.87,39.88,1.19,0.93,0.78,-17.57,0.31,0.31,0.31,0.36
1951-01-06,-12.29,-17.08,-20.66,0.03,77.0,-69.23,56.05,1.62,0.1,1.46,-20.64,0.31,0.31,0.31,0.36
1951-01-07,-8.51,-14.81,-19.4,0.0,76.88,-70.98,60.33,2.67,-0.34,1.82,-19.66,0.31,0.31,0.31,0.36
1951-01-08,-7.16,-11.79,-14.52,0.26,75.98,-46.21,48.39,2.67,0.04,1.56,-16.81,0.31,0.31,0.31,0.36
1951-01-09,-9.8,-13.89,-16.22,0.06,75.85,-71.81,59.99,1.55,0.18,1.17,-16.57,0.31,0.31,0.31,0.36
1951-01-10,-7.68,-12.88,-16.41,0.16,75.74,-56.97,45.1,1.34,-0.44,1.84,-15.83,0.31,0.31,0.31,0.36
1951-01-11,-7.27,-11.44,-14.54,0.53,75.06,-47.33,46.64,1.65,0.02,1.59,-14.5,0.31,0.31,0.31,0.36
1951-01-12,-8.95,-13.31,-17.2,0.7,75.69,-52.08,53.07,1.94,0.38,0.69,-16.05,0.31,0.31,0.31,0.36
1951-01-13,-8.12,-12.41,-15.64,0.81,76.12,-42.9,54.38,2.05,0.49,1.77,-15.31,0.31,0.31,0.31,0.36
1951-01-14,-4.35,-8.54,-11.31,2.47,76.09,-35.57,52.33,2.61,0.81,1.8,-11.2,0.31,0.31,0.31,0.36
1951-01-15,-2.01,-5.42,-8.31,1.21,75.43,-49.8,57.33,5.62,0.64,2.8,-8.99,0.31,0.31,0.31,0.36
1951-01-16,-6.13,-10.08,-12.53,2.16,74.81,-67.13,63.52,5.55,1.89,2.21,-14.91,0.31,0.31,0.31,0.36
1951-01-17,-4.69,-8.24,-11.36,8.97,74.39,-24.84,35.4,2.22,0.97,2.22,-10.8,0.31,0.31,0.31,0.36
1951-01-18,-7.66,-10.55,-15.65,2.77,74.75,-57.86,39.7,2.43,0.85,1.26,-13.77,0.31,0.31,0.31,0.36
1951-01-19,-10.89,-13.78,-16.15,3.29,75.05,-33.69,32.35,1.16,0.33,0.69,-16.38,0.31,0.31,0.31,0.36
1951-01-20,-11.87,-16.38,-20.08,0.09,76.29,-71.51,64.56,1.81,0.06,1.91,-19.76,0.31,0.31,0.31,0.36
1951-01-21,-8.42,-11.73,-16.05,1.47,75.82,-33.84,40.17,2.47,-0.01,2.82,-15.37,0.31,0.31,0.31,0.36
1951-01-22,-7.11,-10.63,-15.4,4.83,75.6,-52.52,50.65,2.61,1.39,0.47,-13.72,0.31,0.31,0.31,0.36
1951-01-23,-9.17,-13.63,-18.32,1.35,76.19,-37.16,32.71,1.01,0.21,1.49,-16.26,0.31,0.31,0.31,0.36
1951-01-24,-4.66,-8.9,-13.28,2.12,76.51,-20.87,28.65,0.98,0.07,1.63,-10.95,0.31,0.31,0.31,0.36
1951-01-25,-0.19,-4.02,-6.92,0.26,76.3,-38.22,48.73,2.98,0.15,2.22,-6.26,0.31,0.31,0.31,0.36
1951-01-26,-2.61,-5.32,-10.48,1.47,75.42,-42.86,56.97,4.2,1.23,1.28,-8.01,0.31,0.31,0.31,0.36
1951-01-27,-12.6,-21.29,-28.3,3.14,75.26,-18.64,41.08,0.95,-0.25,-1.37,-24.15,0.31,0.31,0.31,0.36
1951-01-28,-27.28,-31.25,-35.45,0.09,75.78,-71.64,77.3,0.7,-0.24,-0.98,-35.49,0.31,0.31,0.31,0.36
1951-01-29,-22.79,-29.72,-36.28,0.0,76.16,-76.99,82.12,1.21,-0.11,-0.15,-35.57,0.31,0.31,0.31,0.36
1951-01-30,-22.01,-26.71,-29.52,0.18,75.88,-58.51,72.49,0.96,-0.26,-0.5,-31.34,0.31,0.31,0.31,0.36
1951-01-31,-24.57,-28.58,-32.41,0.09,76.1,-75.32,84.47,1.17,0.18,-0.13,-33.68,0.31,0.31,0.31,0.36
1951-02-01,-18.09,-25.53,-31.4,0.06,76.11,-55.25,73.59,1.98,0.09,1.97,-31.83,0.31,0.31,0.31,0.36
1951-02-02,-12.89,-17.41,-23.38,3.94,75.88,-11.3,45.09,1.44,0.06,2.42,-20.81,0.31,0.31,0.31,0.36
1951-02-03,-6.77,-12.61,-17.66,1.44,75.95,-57.73,76.51,3.67,1.01,1.41,-16.4,0.31,0.31,0.31,0.36
1951-02-04,-3.55,-8.7,-12.88,1.82,75.59,-33.24,64.03,2.64,0.07,1.47,-11.23,0.31,0.31,0.31,0.36
1951-02-05,-2.55,-6.1,-9.17,2.02,75.33,-46.09,65.17,4.32,1.56,0.77,-9.0,0.31,0.31,0.31,0.36
1951-02-06,-4.46,-8.66,-12.5,0.53,76.01,-41.16,60.19,4.16,0.69,0.98,-12.29,0.31,0.31,0.31,0.36
1951-02-07,0.14,-4.04,-7.72,5.31,75.99,-21.61,42.95,2.34,0.4,1.8,-6.01,0.31,0.31,0.31,0.36
1951-02-08,-0.56,-3.77,-6.45,2.09,76.44,-55.58,81.97,6.39,1.12,1.26,-7.21,0.31,0.31,0.31,0.36
1951-02-09,1.66,-2.18,-4.17,0.38,76.41,-42.77,56.27,4.62,0.84,2.45,-4.56,0.31,0.31,0.31,0.36
1951-02-10,3.93,-0.73,-3.73,1.84,76.02,-48.99,67.14,6.93,0.42,2.51,-4.1,0.31,0.31,0.31,0.36
1951-02-11,-0.19,-2.5,-4.99,3.97,75.46,-54.93,71.84,4.83,1.16,1.93,-4.84,0.31,0.31,0.31,0.36
1951-02-12,-5.17,-8.59,-14.97,3.16,75.93,-58.18,80.97,3.17,0.61,-1.07,-10.94,0.31,0.31,0.31,0.36
1951-02-13,-6.0,-13.08,-18.56,0.01,76.93,-98.07,101.87,6.2,0.17,0.99,-18.7,0.31,0.31,0.31,0.36
1951-02-14,-1.61,-9.84,-15.3,0.0,76.87,-96.67,103.21,7.41,-0.36,1.85,-16.57,0.31,0.31,0.31,0.36
1951-02-15,0.15,-7.43,-12.22,0.0,76.16,-84.39,89.12,7.92,-0.38,1.93,-15.38,0.31,0.31,0.31,0.36
1951-02-16,-6.11,-9.73,-12.51,2.39,75.86,-51.71,58.89,2.37,0.3,0.86,-12.86,0.31,0.31,0.31,0.36
1951-02-17,-4.53,-9.67,-13.59,0.37,75.54,-61.12,94.81,4.33,0.06,1.93,-13.26,0.31,0.31,0.31,0.36
1951-02-18,-5.79,-8.17,-10.2,5.43,75.34,-27.59,51.87,1.83,0.27,0.11,-10.09,0.31,0.31,0.31,0.36
1951-02-19,-5.31,-10.02,-13.37,0.33,76.09,-72.56,105.44,5.43,0.64,0.82,-13.96,0.31,0.31,0.31,0.36
1951-02-20,-4.25,-9.52,-14.29,2.25,75.99,-58.8,95.1,4.9,-0.2,1.73,-13.41,0.31,0.31,0.31,0.36
1951-02-21,-4.79,-8.62,-11.41,3.74,75.66,-46.52,78.47,3.53,-0.12,-0.03,-11.28,0.31,0.31,0.31,0.36
1951-02-22,-3.47,-9.73,-13.39,0.5,75.71,-68.98,107.49,4.94,-1.02,-0.41,-13.08,0.31,0.31,0.31,0.35
1951-02-23,-0.38,-7.68,-13.75,0.09,75.53,-80.07,112.05,7.74,-0.26,1.01,-12.89,0.31,0.31,0.31,0.35
1951-02-24,-5.29,-8.44,-11.24,2.27,75.38,-41.11,74.21,3.83,0.66,1.98,-11.31,0.31,0.31,0.31,0.35
1951-02-25,-5.45,-8.55,-10.72,2.41,75.18,-46.07,84.73,4.78,0.62,1.59,-12.06,0.31,0.31,0.31,0.35
1951-02-26,-6.65,-10.44,-13.71,1.49,75.35,-57.14,95.03,4.62,-0.02,0.39,-13.9,0.31,0.31,0.31,0.35
1951-02-27,-8.15,-11.62,-15.17,2.03,75.1,-51.47,92.51,3.49,-0.05,-0.19,-14.69,0.31,0.31,0.31,0.35
1951-02-28,-9.63,-13.88,-17.08,1.33,75.36,-58.81,96.13,3.7,0.74,1.18,-17.4,0.31,0.31,0.31,0.35
1951-03-01,-8.55,-14.01,-18.22,0.15,75.21,-80.15,120.51,5.6,-0.12,0.74,-19.05,0.31,0.31,0.31,0.35
1951-03-02,-11.01,-15.55,-18.46,0.95,74.9,-42.08,92.14,2.68,-0.57,-1.06,-18.94,0.31,0.31,0.31,0.35
1951-03-03,-10.69,-16.11,-21.06,1.05,74.98,-55.96,107.5,4.15,1.11,1.52,-20.31,0.31,0.31,0.31,0.35
1951-03-04,-7.57,-11.54,-15.93,4.17,74.2,-36.81,85.85,3.75,0.58,2.76,-15.09,0.31,0.31,0.31,0.35
1951-03-05,-8.91,-13.14,-16.49,7.37,73.97,-44.42,98.57,4.71,1.19,1.25,-17.56,0.3,0.31,0.31,0.35
1951-03-06,-5.58,-11.58,-17.77,0.88,74.89,-59.49,113.26,4.98,0.44,2.75,-15.21,0.3,0.31,0.31,0.35
1951-03-07,-7.68,-10.74,-14.74,5.91,75.36,-51.49,103.07,5.03,1.07,0.94,-14.59,0.3,0.31,0.31,0.35
1951-03-08,-5.63,-10.26,-15.92,1.92,75.66,-35.9,74.98,3.23,-0.02,1.49,-13.12,0.3,0.31,0.31,0.35
1951-03-09,-2.72,-6.79,-10.87,9.79,75.04,-32.19,77.17,3.19,0.38,1.16,-9.09,0.31,0.31,0.31,0.35
1951-03-10,-10.69,-14.31,-18.27,1.01,76.13,-81.43,128.69,6.99,1.02,0.53,-20.97,0.31,0.31,0.31,0.35
