date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,total_precipitation_sum,surface_pressure_mean,surface_net_thermal_radiation_mean,surface_net_solar_radiation_mean,potential_evaporation_sum_ERA5_LAND,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,dewpoint_temperature_2m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean
1951-01-01,-0.77,-5.55,-8.76,0.09,90.99,-86.04,75.29,1.77,1.25,-0.02,-14.23,0.26,0.26,0.25,0.26
1951-01-02,0.67,-4.15,-6.95,0.05,90.77,-83.82,68.43,1.72,1.75,0.09,-12.18,0.26,0.26,0.25,0.26
1951-01-03,5.21,-0.64,-4.47,0.58,89.93,-69.37,57.36,2.26,2.09,0.61,-9.64,0.26,0.26,0.25,0.26
1951-01-04,-2.01,-5.36,-8.62,0.3,91.34,-67.83,59.52,1.52,-0.93,-1.04,-12.27,0.27,0.26,0.25,0.26
1951-01-05,-5.35,-9.63,-12.97,0.17,92.08,-76.53,75.26,1.22,-0.52,-1.46,-15.74,0.27,0.26,0.25,0.26
1951-01-06,-1.57,-7.21,-11.34,0.06,92.72,-90.14,79.62,1.8,2.73,-0.7,-17.09,0.27,0.26,0.25,0.26
1951-01-07,0.81,-3.74,-6.33,0.01,92.5,-88.67,79.19,2.43,3.4,-1.1,-13.98,0.27,0.26,0.25,0.26
1951-01-08,8.65,0.57,-4.37,0.0,91.28,-86.22,79.0,3.01,3.6,1.24,-15.62,0.27,0.26,0.25,0.26
1951-01-09,3.62,-0.82,-4.62,0.11,91.24,-65.4,62.8,1.98,2.53,-2.19,-11.34,0.27,0.26,0.25,0.26
1951-01-10,4.09,-2.99,-7.05,0.0,91.68,-96.63,81.24,1.62,2.59,1.27,-11.56,0.27,0.26,0.25,0.26
1951-01-11,2.87,-3.3,-8.32,0.04,90.91,-65.4,55.83,1.36,-0.91,1.67,-10.95,0.27,0.26,0.25,0.26
1951-01-12,1.75,-2.65,-5.93,0.22,91.09,-70.87,72.33,1.27,1.24,0.35,-8.1,0.27,0.26,0.25,0.26
1951-01-13,4.24,-2.07,-5.75,0.0,91.67,-89.93,83.33,1.87,3.71,0.43,-9.97,0.27,0.26,0.25,0.26
1951-01-14,8.2,0.78,-4.72,0.13,91.19,-78.44,66.6,3.49,5.55,-0.75,-9.5,0.27,0.26,0.25,0.26
1951-01-15,6.44,1.09,-3.77,0.0,91.45,-87.79,84.63,2.38,2.65,1.18,-7.59,0.27,0.26,0.25,0.26
1951-01-16,10.02,4.6,-2.9,0.0,90.32,-84.81,80.4,5.14,3.57,0.89,-9.02,0.27,0.26,0.25,0.26
1951-01-17,9.9,3.36,-3.03,0.0,90.03,-91.47,79.46,4.77,5.43,2.92,-9.04,0.27,0.26,0.25,0.26
1951-01-18,8.85,4.05,-0.56,0.08,90.22,-84.72,85.87,3.21,2.13,0.01,-4.82,0.27,0.26,0.25,0.26
1951-01-19,-1.29,-6.49,-11.41,1.28,90.95,-39.08,39.0,1.27,-0.55,-3.26,-10.64,0.26,0.26,0.25,0.26
1951-01-20,-4.41,-10.09,-13.71,1.18,92.46,-64.57,71.2,1.41,0.7,-1.31,-16.87,0.26,0.26,0.25,0.26
1951-01-21,5.08,-3.3,-11.01,0.0,91.78,-79.1,77.39,2.89,2.13,3.81,-14.03,0.26,0.26,0.25,0.26
1951-01-22,5.11,2.64,-1.83,0.38,90.73,-64.05,54.39,3.44,5.47,-0.47,-7.26,0.27,0.26,0.25,0.26
1951-01-23,1.22,-2.64,-6.01,0.01,91.65,-98.17,92.01,3.19,4.61,-2.71,-12.32,0.27,0.26,0.25,0.26
1951-01-24,0.36,-4.46,-7.86,0.02,92.29,-78.66,85.56,1.57,1.21,-0.72,-11.63,0.27,0.26,0.25,0.26
1951-01-25,3.08,-1.93,-5.86,0.08,91.72,-48.48,65.42,1.74,-1.18,0.45,-9.61,0.27,0.26,0.25,0.26
1951-01-26,-4.17,-9.35,-17.03,0.91,91.13,-55.52,61.11,1.34,-1.65,-2.24,-14.34,0.27,0.26,0.25,0.26
1951-01-27,-17.84,-20.26,-21.42,0.86,92.33,-35.32,57.04,1.23,0.46,-4.74,-28.4,0.27,0.26,0.25,0.26
1951-01-28,-18.82,-21.77,-23.96,0.53,92.92,-70.86,83.93,0.95,1.44,-3.12,-30.63,0.27,0.26,0.25,0.26
1951-01-29,-13.0,-19.12,-24.03,0.0,92.95,-94.02,94.66,1.12,2.84,0.4,-29.93,0.27,0.26,0.25,0.26
1951-01-30,-11.05,-15.44,-18.98,0.02,92.51,-75.03,80.86,1.08,1.53,-0.75,-25.13,0.27,0.26,0.25,0.26
1951-01-31,-16.2,-18.01,-20.6,0.2,92.7,-77.79,86.32,1.02,2.19,-3.66,-25.47,0.27,0.26,0.25,0.26
1951-02-01,-5.54,-14.54,-21.35,0.0,92.14,-100.25,103.18,1.62,4.06,0.6,-26.87,0.27,0.26,0.25,0.26
1951-02-02,3.45,-4.66,-12.0,0.0,91.47,-82.31,90.54,3.02,5.21,1.54,-16.58,0.27,0.26,0.25,0.26
1951-02-03,7.57,2.56,-2.08,0.11,91.13,-74.7,90.81,4.23,5.9,-1.48,-7.62,0.27,0.26,0.25,0.26
1951-02-04,5.28,-0.99,-4.78,0.23,91.53,-76.75,80.42,1.47,1.21,1.4,-8.34,0.28,0.26,0.25,0.26
1951-02-05,5.51,-0.3,-4.43,0.5,90.63,-56.05,56.51,1.05,0.49,0.93,-4.54,0.28,0.26,0.25,0.26
1951-02-06,-4.15,-9.08,-14.15,0.77,92.03,-72.27,100.93,1.97,1.26,-4.39,-16.44,0.29,0.26,0.25,0.26
1951-02-07,-2.91,-10.04,-16.19,0.15,92.31,-63.47,87.18,1.79,-1.02,1.01,-19.35,0.29,0.26,0.25,0.26
1951-02-08,-1.32,-6.0,-8.89,0.27,91.78,-61.58,90.56,1.58,-0.67,-0.95,-11.94,0.29,0.26,0.25,0.26
1951-02-09,13.01,2.48,-8.69,0.0,91.57,-53.0,82.22,2.31,2.82,1.8,-5.62,0.29,0.26,0.25,0.26
1951-02-10,18.91,9.94,3.78,0.01,91.12,-75.71,115.48,4.71,5.15,2.28,-1.37,0.3,0.26,0.25,0.26
1951-02-11,10.88,4.56,-4.68,0.01,90.75,-73.44,98.23,4.09,1.74,-0.82,-4.48,0.29,0.26,0.25,0.26
1951-02-12,-5.31,-9.91,-11.94,0.4,92.0,-49.43,90.09,2.35,-1.68,-4.0,-18.29,0.29,0.26,0.25,0.26
1951-02-13,-2.31,-8.83,-13.99,0.02,93.26,-102.32,130.19,2.49,1.02,-0.12,-24.31,0.29,0.26,0.25,0.26
1951-02-14,9.37,-0.9,-7.25,0.0,92.74,-111.51,132.09,4.85,1.5,4.43,-24.82,0.29,0.26,0.25,0.26
1951-02-15,8.86,0.31,-5.81,0.0,91.86,-94.75,120.6,4.54,0.25,4.36,-20.35,0.29,0.26,0.25,0.26
1951-02-16,12.53,2.68,-3.04,0.0,91.04,-101.05,133.8,4.08,2.12,0.88,-13.74,0.28,0.27,0.25,0.26
1951-02-17,7.99,0.83,-3.96,0.0,91.11,-87.76,123.78,2.33,2.03,-0.01,-7.33,0.28,0.27,0.25,0.26
1951-02-18,11.83,2.66,-2.94,0.0,90.79,-89.89,131.92,2.63,1.27,0.94,-7.16,0.28,0.27,0.25,0.26
1951-02-19,4.2,0.16,-2.29,0.45,91.63,-56.91,91.89,2.0,0.09,-2.98,-5.77,0.28,0.27,0.25,0.26
1951-02-20,9.94,1.34,-4.06,0.0,91.81,-91.71,137.99,2.55,1.01,1.43,-7.07,0.27,0.27,0.25,0.26
1951-02-21,13.26,3.09,-3.95,0.0,91.41,-89.6,139.92,2.93,-0.34,2.58,-7.08,0.27,0.27,0.25,0.26
1951-02-22,0.03,-2.79,-5.33,0.82,92.02,-26.93,48.04,1.35,-1.03,-3.98,-5.72,0.27,0.27,0.25,0.26
1951-02-23,9.16,1.88,-2.82,0.64,91.64,-42.65,94.51,1.65,-0.51,2.46,-1.51,0.27,0.27,0.25,0.26
1951-02-24,11.67,5.71,2.35,0.1,90.89,-59.04,90.52,2.71,2.58,2.59,-2.39,0.28,0.27,0.25,0.26
1951-02-25,9.84,3.8,-0.67,0.01,90.68,-100.11,148.31,5.09,3.59,0.61,-12.45,0.28,0.27,0.25,0.26
1951-02-26,8.93,1.82,-3.52,0.03,91.13,-96.32,149.28,2.68,0.53,-0.19,-7.85,0.27,0.27,0.25,0.26
1951-02-27,1.97,-1.81,-5.45,6.87,91.09,-47.2,82.32,2.02,-3.94,-1.41,-5.67,0.27,0.27,0.25,0.26
1951-02-28,-2.2,-4.72,-9.92,2.5,90.87,-66.0,99.43,2.21,3.21,-3.34,-9.76,0.29,0.27,0.25,0.26
1951-03-01,4.05,-4.38,-11.06,0.0,91.36,-91.59,121.76,2.26,0.19,0.92,-13.99,0.29,0.27,0.25,0.26
1951-03-02,-5.48,-7.77,-11.68,14.78,90.79,-18.8,23.16,0.54,-2.54,-3.96,-9.91,0.29,0.27,0.25,0.26
1951-03-03,-9.19,-12.39,-14.77,1.39,91.03,-58.63,43.59,0.35,2.63,-1.46,-15.54,0.29,0.27,0.25,0.26
1951-03-04,-3.44,-8.14,-15.07,0.0,90.58,-68.09,45.74,0.65,1.44,2.77,-12.57,0.29,0.27,0.25,0.26
1951-03-05,5.86,-1.21,-12.56,0.04,90.0,-69.9,53.48,1.71,1.94,3.55,-6.38,0.3,0.27,0.25,0.26
1951-03-06,-11.83,-15.18,-17.96,1.53,91.63,-35.55,41.38,0.67,-0.73,-0.65,-19.69,0.32,0.27,0.25,0.26
1951-03-07,-8.63,-13.51,-20.61,1.3,91.72,-41.19,55.34,0.59,-0.66,-0.84,-16.89,0.31,0.28,0.25,0.26
1951-03-08,-16.2,-19.13,-23.0,1.22,92.82,-31.94,41.13,0.44,0.07,-0.86,-23.09,0.31,0.28,0.25,0.26
